Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-A4_1_12071.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-B4_1_12072.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-C4_1_12073.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-D4_1_12074.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-E4_1_12075.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-F4_1_12076.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-G4_1_12077.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-H4_1_12078.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-A8_1_12079.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-B8_1_12080.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-C8_1_12081.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-D8_1_12082.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-E8_1_12083.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-F8_1_12084.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-G8_1_12085.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-H8_1_12086.d
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	15	15	2979.7	3196.95	3417.41	2641.11	2707.44	2862.68	2662.39	2093.21	6848.19	6491.14	6704.58	5982.43	6438.25	5964.66	6876.55	6218.84
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible putative lipoprotein OsmE	2	2	516.254	665.903	752.821		499.424				1084.53	1613.72	1475.77	1781.5	1443.46	1398.58	1995.72	914.052
P0ADE6	KBP_ECOLI	kbp	Potassium binding protein Kbp	11	11	3198.64	3485.03	2886.52	3821.63	3422.31	4092.77	3811.33	3895.41	10434.8	10414.2	11294.4	11105.1	10905.7	9978.42	9778.84	9135.79
P0ADE8	YGFZ_ECOLI	ygfZ	tRNA-modifying protein YgfZ	9	9	659.798	768.186	1079.87	985.147	938.2	751.027	775.421	806.888	2480.3	2145.01	2508.69	1653.59	2251.85	2300.42	2255.52	1764
P0ADG4	SUHB_ECOLI	suhB	Nus factor SuhB	2	2									348.563	248.262			370.872	235.764	249.138	288.623
P0ADG7	IMDH_ECOLI	guaB	Inosine-5'-monophosphate dehydrogenase	11	11	1645.95		1072.26		948.515	1541.07	1580.49	1545.27	2942.33	3021.82	3131.9	3057.27	2357.95	2846.8	2904.72	2733.28
P0ADK8	YIBL_ECOLI	yibL	Uncharacterized protein YibL	1	1		472.175	553.859						745.195	1103.44	1101.89	890.606	978.529	1007.5	623.591	
P0ADN2	MAOP_ECOLI	maoP	Macrodomain Ori protein	3	3					539.025				1596.26	1709.85	1758.92	1568	1450.94	1674.48	1645.23	1875.86
P0ADP9	YIHD_ECOLI	yihD	Protein YihD	5	5	11941.8	11224.5	12250.7	11074.4	14272.5	14930.5	12038.2	12351.5	68572.1	60865	66764.3	59042.2	53086	61982.4	58833.8	55222.8
P0ADU2	YGIN_ECOLI	ygiN	Probable quinol monooxygenase YgiN	3	3	1291.41		1072.05	1077.99	1048.52	1171.03			3743.34	4356.92	3955.77	4204.66	3756.03	3672.33	4142.43	3617.06
P0ADU5	YGIW_ECOLI	ygiW	Protein YgiW	4	4	710.52		1003.09	826.231	671.884				2458.65	2222.16	2340.59	2386.22	2122.73	2336.54	2538.07	2263.04
P0ADV5	YHBW_ECOLI	yhbW	Luciferase-like monooxygenase	1	1	268.252		1201.32	907.008					1619.08	862.841	1667.93	1470.47	859.755	1772.26	1657.9	1791.9
P0ADW3	ZAPG_ECOLI	zapG	Z-ring associated protein G	1	1									664.779	1196.57	984.075	847.947	767.105	1315.3	1224.65	1174.87
P0ADW8	YHEV_ECOLI	yheV	Uncharacterized protein YheV	1	1											471.226			496.058		
P0ADY1	PPID_ECOLI	ppiD	Periplasmic chaperone PpiD	1	1									1974.41	2136.47	2285.34	1341.79	1912.28	1753.97	2075.72	
P0ADY3	RL14_ECOLI	rplN	Large ribosomal subunit protein uL14	4	4	3776.7	3513.81	3225	3809.35	3631.9	3893.21	3453.66	2675.96	12663.5	12297	13637.9	9266.02	12616.4	12126.8	12052.6	10702.3
P0ADY7	RL16_ECOLI	rplP	Large ribosomal subunit protein uL16	6	6	3005.97	2920.89	3009.15	3170.62	3004.66	3767.27	3254.06	2725.62	8602.23	7919.83	7311.53	8887.18	9030.98	8836.44	8231.78	7958.2
P0ADZ0	RL23_ECOLI	rplW	Large ribosomal subunit protein uL23	3	3	1353.36		2667.1	1530.98	1473.17	2315.63	1958.77	1767.24	3971.38	4239.73	4762.11	4727.67	4902.6	4585	4802.67	4732.69
P0ADZ4	RS15_ECOLI	rpsO	Small ribosomal subunit protein uS15	2	2	5846.52	5591.68	5107.98	4719.38	4697.97	5358.86	4659.05	5903.46	22694.7	18773.5	23823.8	20345.3	21568.8	20601.8	17388.5	20620.3
P0ADZ7	YAJC_ECOLI	yajC	Sec translocon accessory complex subunit YajC	1	1							395.945		688.027		373.46	661.637	638.938	321.608		507.991
P0AE06	ACRA_ECOLI	acrA	Multidrug efflux pump subunit AcrA	1	1									1357.28	563.362			673.65			
P0AE08	AHPC_ECOLI	ahpC	Alkyl hydroperoxide reductase C	9	9	3708.36	3646.51	4160.88	3840.75	3477.59	3488.06	3835.17	3315	9569.34	10180.2	10817.6	9936.58	10438.4	10257.3	10648.5	10237
P0AE18	MAP1_ECOLI	map	Methionine aminopeptidase	3	3	1738.02			871.798	858.548	999.401	1205.31	691.259	2750.98	3195.27	2848.44	2648.83	2750.86	2508.79	2702.99	2388.7
P0AE52	BCP_ECOLI	bcp	Peroxiredoxin Bcp	4	4	619.421	789.863		433.722	806.089	612.495			1924.9	2032.78	2378.05	1743.84	2100.33	1927.38	1896.2	1992.41
P0AE88	CPXR_ECOLI	cpxR	Transcriptional regulatory protein CpxR	4	4	1091.53	361.184	545.538	537.498	966.667	577.687	749.922	239.256	2790.33	2832.52	2172.93	2427.89	2259.47	2619.83	3029.01	2510.93
P0AEB2	DACA_ECOLI	dacA	D-alanyl-D-alanine carboxypeptidase DacA	1	1									1544.13	1162.58		764.256	1917.3	1183.74	914.742	1363.34
P0AED0	USPA_ECOLI	uspA	Universal stress protein A	6	6	2450.62	1345.27	2107.47	2959.8	1477.32		2376.83	2636.14	7988.45	7528.46	6361.81	7389.81	8022.6	7878.31	8196.92	6246.45
P0AEE5	MGLB_ECOLI	mglB	D-galactose/methyl-galactoside binding periplasmic protein MglB	1	1									757.222	915.214	743.552	879.435	804.484	776.343		
P0AEG4	DSBA_ECOLI	dsbA	Thiol:disulfide interchange protein DsbA	5	5		1730.17							2297	2289.21	2987.68	2879.4	2209.83	2449.61	3051.85	2558.59
P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	3	3	1216.8								1724.8	1848.53	1344.79	1164.89	1467.65	1371.82	1643.53	1668.29
P0AEH5	ELAB_ECOLI	elaB	Protein ElaB	1	1		2566.82	2425.73	2262.96	2419.16		1824.31	1967.15	6614.46	6224.26	5340.22	6898.17	5015.76	7089.4	4371.41	4063.12
P0AEK2	FABG_ECOLI	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	5	5	2266.47	1958.85	2177.9	1962.78	1833.65	2137.61	2023.64	1954.25	5216.32	6162.81	5970.71	6191.63	6219.92	4872.5	5892.95	5503.95
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	8	8	1547.98	1795.27	1706.8	1513.44	1547.46	1667.03	1398.23	1720.91	3826.05	3696.4	3885.35	3918.12	3925.21	4013.13	3914.24	3581.79
P0AEM0	FKBX_ECOLI	fkpB	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	1	1									1504.55			511.671	1304.14		2796.39	962.365
P0AEP3	GALU_ECOLI	galU	UTP--glucose-1-phosphate uridylyltransferase	4	4				755.533		599.764			671.846	784.944	759.191	804.514	984.423	790.455	1020.94	932.914
P0AEQ3	GLNH_ECOLI	glnH	Glutamine-binding periplasmic protein	12	12	4790.15	4971.83	4121.04	5753.71	4504.36	4275.56	3532.16	3868.46	13009.7	12017.3	12391.1	12365.9	11703.5	12030.4	12131.6	11986.8
P0AET8	HDHA_ECOLI	hdhA	7alpha-hydroxysteroid dehydrogenase	2	2	484.014		557.95	740.941	504.02	464.442		457.389	1595.54	1868.93	1889.97	1410.56	1839.3	2051.5	1589.6	1786.81
P0AEU0	HISJ_ECOLI	hisJ	Histidine-binding periplasmic protein	8	8	2800.95	1816.48	1924.71	1838.75	1923.57	2453.76	1846.06	1828.94	5851.55	4445.68	5433.88	5212.97	5405.03	4902.97	5631.38	5566.79
P0AEU7	SKP_ECOLI	skp	Chaperone protein Skp	4	4	2488.05	2252.67	1792.25	2053.15	1953.97	1198.81	1898.99	1707.83	6998.76	6648.4	7438.27	7063.02	8087.3	7868.84	7683.04	6012.71
P0AEX9	MALE_ECOLI	malE	Maltose/maltodextrin-binding periplasmic protein	14	14	8910.32	8534.21	10314.1	10103.5	10218.7	8593.2	9193.52	8168.8	25646.4	25231.3	26826.5	26605	26444.9	26262.8	27382.4	25776.4
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	7	7		878.228		916.17			1259.91		2757.57	2977.33	2831.07	3429.43	2593.07	3139.19	2931.77	2611.67
P0AEZ9	MOAB_ECOLI	moaB	Molybdenum cofactor biosynthesis protein B	2	2					354.542	737.283		531.378	1504.28	1362.42	1110.12	1165.54	1015.23	950.199	1159.65	1398.72
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	3	3		2201.02	1683.52	1926.52	1887.48	2101.32	2234.47	1659.8	4240.18	3760.7	4314.72	4899.84	4964.08	3618.28	4922.2	4006.47
P0AF24	NAGD_ECOLI	nagD	Ribonucleotide monophosphatase NagD	1	1									1345.68	1374.28		1160.05	1108.41	1195.81	1662.69	1286.42
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	6	6	952.499	866.556	919.842	766.684		1080.4	495.852	644.029	1959.88	2290.28	1731.73	1810.61	2504.6	1949.36	1971.31	2388.34
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	2	2	3353.14	2875.18	3111.72	2507.79	3843	1968.38	3840.1	1788.09	12466.4	14536	13554.5	13584.1	11611.5	13696.5	13384	11583.7
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	3	3					154.219			399.771	660.758	432.876	654.099	686.256	526.876	819.461	663.07	692.359
P0AF93	RIDA_ECOLI	ridA	2-iminobutanoate/2-iminopropanoate deaminase	5	5	2363.33	2604.37	2713.47	2326.9	1650.21	2420.29	2740.98	3183.23	9019.35	8845.68	9796.75	8562.59	9009.31	7502.16	9399.37	9118.56
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	2	2			451.543						954.443	949.579	1135.63	663.102	1068.31	1256.71	961.475	1230.52
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	2	2		624.778	969.17		661.987			816.329	2878.81	2448.49	3185.62	2914.59	2479.37	3668.35	2706.28	2575.36
P0AFF6	NUSA_ECOLI	nusA	Transcription termination/antitermination protein NusA	6	6									904.65	717.853	958.227	871.185	732.878	852.186	969.701	517.365
P0AFG0	NUSG_ECOLI	nusG	Transcription termination/antitermination protein NusG	5	5	1213.28	661.931	860.02	1017.62	1008.41	740.244	867.729	873.186	3226.84	3002.86	3321.89	3212.01	3304.67	3008.49	2989.39	3226.42
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	8	8	5863.06	4977.65	5016.29	5497.07	5015.15	4036.7	4017.09	4403.28	17167.9	17562.2	17768.9	16514.2	16948.6	16691.5	17852	15580.4
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	12	12	822.596	648.615	944.611	1235.1	733.31	725.042	656.02	889.893	2093.55	2497.43	2454.23	2138.31	2416.81	2271.2	2366.26	2301.11
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	7	7	1512.08	1420.4	1518.05	1757.77	1476.38	1657.09	1717.64	1812.25	3905.92	4098.44	4076.7	4245.16	3555.24	3863.17	4359.83	3454.29
P0AFJ1	YJDM_ECOLI	yjdM	Phosphonoacetate hydrolase YjdM	3	3			674.666	374.477			444.34	597.532	1138.41	1378.65	1523.1	768.882	1335.55	1111.25	1326.32	1420.4
P0AFK0	PMBA_ECOLI	pmbA	Metalloprotease PmbA	2	2			986.584						2114.43	2229.37	2505.87	2068.26	2063.8	2261.11	2720.61	2138.43
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	3	3	708.893	523.048			437.567	598.362	508.419	693.247	711.371	1687.53	1394.88	1314.63	1431.73	1383.29	1333.61	1487.13
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	3	3	6993.25	7036.61	5258.54	6190.3	7220.44	5489.31	5248.28	4329.46	25379.9	22641.3	19918	22192.1	21977.2	21501.3	20968.4	22843.3
P0AFM2	PROX_ECOLI	proX	Glycine betaine/proline betaine-binding periplasmic protein	7	7	6993.26	7333.89	6232.24	7854.06	6402.75	6985.38	6646.82	6812.42	23650.5	23997.7	23363.4	26173.4	25031.6	25301.8	26725.6	23243.3
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	4	4	1773.95			1310.74	2245.05	2043.27	2129.63	1433.42	3832.52	3648.81	4281.95	4250.97	3927.07	4032.73	4309.82	3846.55
P0AFR4	YCIO_ECOLI	yciO	Threonylcarbamoyl-AMP synthase YciO	2	2									952.26	689.795	720.01	719.151	819.916	723.553	929.09	820.079
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	1	1									627.606	859.267	1121.53	791.668		733.396	716.676	853.727
P0AFW2	RMF_ECOLI	rmf	Ribosome modulation factor	3	3	982.683	885.223	603.572			998.372	583.28	613.266	2408.8	2160.95	2067.84	2624.88	2022.69	2110.43	2149.64	2997.15
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	3	3	2469.28	1718.05	1671.1	2271.75	1319.62	2184.97	1677.95	1806.36	6913.47	5695.28	5367.18	5247.78	6043.01	6198.6	5587.49	6325.56
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	1	1									300.227		281.105	499.433		310.824	227.525	
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	4	4			1541.97			2023.02			4029.9	3129.48	3534.66	1375.65	2753.23	2420.51	3138.53	2900.19
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	16	16	1773.66	1863.69	2062.84	2027.06	2362.14	1852.17	2088.46	1596.63	4786.56	5091.34	5451.49	5096.09	5454.37	5065.42	5447.71	5420.18
P0AG44	RL17_ECOLI	rplQ	Large ribosomal subunit protein bL17	5	5	4248	4120.95	4013.59	3807.75	3163.19	4422.19	3754.13	3762.28	14364.4	15026.8	15460.4	13651.3	14485.7	15143.1	14898	13073.7
P0AG48	RL21_ECOLI	rplU	Large ribosomal subunit protein bL21	3	3	3082.64	2749.69	3292.74	2871.58	3260.66	3164.71	2740.64	2370.48	8930.01	8713.98	8509.71	9497.93	8807.3	8716.75	8829.98	7874.29
P0AG51	RL30_ECOLI	rpmD	Large ribosomal subunit protein uL30	4	4	3280.34	3091	3191.38	3269.11	2729.19	3541.63	2864.48	2827.51	8659.85	7859.52	9640.36	9303.28	7912.34	9065.96	10725.6	8363.61
P0AG55	RL6_ECOLI	rplF	Large ribosomal subunit protein uL6	10	10	7964.26	7551.09	6904.08	7886.5	7524.34	7267.65	7825.51	7369.12	25968.8	23574	25279.3	23890.6	24760	23856.5	26812.1	24066.2
P0AG59	RS14_ECOLI	rpsN	Small ribosomal subunit protein uS14	2	2	4206.06	4326.54	3343.16	3888.44	3629.43	4129.03	4390.17	4294.82	13537.7	11461.5	15554.5	14334.6	11399.1	12439	14718.7	12719.2
P0AG63	RS17_ECOLI	rpsQ	Small ribosomal subunit protein uS17	2	2	2477.63	2949.72	3188.26	3587.11	3662.4	3185.37	3003.39	3041.47	10307.5	9969.83	12214.7	10853.6	9507.4	10319.9	10288.6	10171.6
P0AG67	RS1_ECOLI	rpsA	Small ribosomal subunit protein bS1	25	25	4548.85	4416.38	4071.68	4262.52	4434.1	4205.68	4728.21	3807.35	15889.3	16283	16421.6	15983	16793.3	16278.6	16151.6	16260.7
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	2	2				283.978					1065	1263.11	1256.44	1384.38	843.742	1216.51	1075.34	1103.49
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	4	4			1137.34		1155.88			1182.85	2363.12	1746.42	2418.37	1710.71	2302.24	2082.97	1777.52	1829.45
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	6	6	9265.72	8212.49	8044.9	8977.58	9760.8	9604.07	9619.78	8735.94	22872.3	21539.7	22818	17743.8	22080.4	20335.1	20408.1	21428.5
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	4	4									2052	1513.08	1607.9	1614.74	1600.56	1834.33	1515.11	1668.34
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	3	3	755.916	720.892	723.43	775.768	564.693	738.575	753.779	676.651	2231.76	2104.81	2013.96	2082.59	2083.72	2178.32	2393.99	2175.19
P0AGE9	SUCD_ECOLI	sucD	Succinate--CoA ligase [ADP-forming] subunit alpha	11	11	3120.93	3604.34	3204.78	3351.19	2852.82	2760.58	2702.78	2926.42	10185	8982.1	9717.18	10644.4	10336.2	9736.81	10109.7	9683.99
P0AGF2	CSDE_ECOLI	csdE	Sulfur acceptor protein CsdE	1	1										980.836	441.239	503.285	523.222		850.914	837.638
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	3	3	534.794	555.821	395.7			777.162	381.637	547.719	1787.3	2178.22	2358.17	1995.44	2130.23	1820.42	1987.26	2017.43
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	1	1		522.414		1164.69			775.51		2561.72			2453.48	2632	2643.09	2490.35	2487.48
P0C018	RL18_ECOLI	rplR	Large ribosomal subunit protein uL18	4	4	6537.68	6939.35	7331.58	6710.81	7746.37	8362.29	6796.39	6272.34	25228.3	24947.7	26227.3	25338.7	24931.3	25643.3	25269.6	25221.8
P0C037	PPNP_ECOLI	ppnP	Pyrimidine/purine nucleoside phosphorylase	1	1	679.227								1006.27		1088.19	1251.54	1222.85	840.611		1267.3
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	4	4	2190.09	2288.97	3931.25	3373.25	3216.1	3023.97	2857.68	3822.56	11127.6	10080	11332.6	11986.4	11925.8	11153.4	12133.5	11318.9
P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z	3	0	5349.29	5820.46	4662.39	5192.82	5450.13	5281.94	7626.68	6795.09	6536.86	5519.29	5609.85	5971.91	6719.31	7699.5	5965.16	6834.32
P0C0T4	RS25B_YEAST	RPS25B	Small ribosomal subunit protein eS25B	2	0	6874.73	6654.97	6986.53	6938.22	7170.6	8907.41	7161.84	6746.92	2931.81	3075.72	3735.12	3083.54	2651.94	2992.07	3550.33	3409.89
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	7	7			692.687			410.464	245.14		1416.91	1162.74	1012.31	1161.54	1063.08	1184.18	1108.98	1042.98
P0C0W1;Q3E7Y3	RS22A_YEAST;RS22B_YEAST	RPS22A;RPS22B	Small ribosomal subunit protein uS8A	2	0	1508.42	1713.82	1670.06	1323.43	1644.55	1889.94	1678.61	1958.7	518.601	745.02	753.127	1031.87	885.669	886.749	735.766	1066.29
P0C0W9;Q3E757	RL11A_YEAST;RL11B_YEAST	RPL11A;RPL11B	Large ribosomal subunit protein uL5A	8	0	7198.73	8023.42	7930.25	8154.98	6943.59	7209.32	7897.03	7813.43	3663.15	3934.25	3830.77	3606.27	3626.25	3980.23	3663.17	3665.11
P0C2H6;P0C2H7	RL27A_YEAST;RL27B_YEAST	RPL27A;RPL27B	Large ribosomal subunit protein eL27A	3	0	9634.23	9537.71	10831.5	10559.1	6540.79	7225.36	8162.37	9899.76	6881.44	6485.11	8551.24	6963.1	6484.29	7260.76	6178.43	4903.98
P0C2H8	RL31A_YEAST	RPL31A	Large ribosomal subunit protein eL31A	5	1	7559.3	7245.54	6782.35	7213.72	5498.13	7200.08	6654.74	7522.68	3558.65	3042.56	2704.17	3390.49	3441.2	2927.94	2882.16	3382.09
P0C2H9	RL31B_YEAST	RPL31B	Large ribosomal subunit protein eL31B	1	1		473.522	552.35	423.214	534.369	610.177	478.801	643.818					349.752			
P0C7M4;Q9BQY4	RHF2B_HUMAN;RHXF2_HUMAN	RHOXF2;RHOXF2B	Rhox homeobox family member 2B	1	0	3360.68	3333.5	3192.06	2789.43		3722.63	2682.39	2315.35	4187.91	4877.32	5172.41	4397.84	6050.56	5505.3	6023.26	5651.62
P0C7P4;P47985	UCRIL_HUMAN;UCRI_HUMAN	UQCRFS1;UQCRFS1P1	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	4	0	2249.35	2093.25	2287.64	2346.94	2739.57	2259.56	2780.88	2018.06	2423.72	2694.45	2986.84	2640.99	2829.78	2297.06	2782.03	2821.46
P0C8J6	GATY_ECOLI	gatY	D-tagatose-1,6-bisphosphate aldolase subunit GatY	1	1										822.926	468.228	443.856				
P0C8J8	GATZ_ECOLI	gatZ	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	3	3	987.712		459.32		756.875		692.618	878.895	4361.68	3826.01	3208.38	3541.3	3386.47	4138.94	3140.09	2739.69
P0CD99;P0CE00	MPH2_YEAST;MPH3_YEAST	MPH2;MPH3	Alpha-glucosides permease MPH2	1	0	1486.28	1312.08			1393.82	1591.9	1694.2	1624.25	1193.8	1162.19	1246.26	1022.75		1147.67	392.815	
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	23	0	37061.1	43245.1	36274.7	35001.3	34400.3	37120.6	38530	38516.6	143537	137547	139681	144140	146122	142576	142650	138210
P0CG38	POTEI_HUMAN	POTEI	POTE ankyrin domain family member I	1	1	5348.28				6046.37	4463.07		3965.12	7837.59	9250.63	11501.9	8590.59		9290.27	10383	9959.18
P0CS90	HSP77_YEAST	SSC1	Import motor subunit, mitochondrial	22	16	7728.18	7329.41	6853.81	7273.29	7066.76	6953.43	7165.48	7213.64	3854.54	3903.59	3539.12	3731.04	3941.55	3757.18	3457.25	3557.37
P0CT04	IPB2_YEAST	PBI2	Protease B inhibitor 2	1	1	486.159		712.207	631.693	276.602		606.773	633.977							196.986	
P0CX23;P0CX24	RL20A_YEAST;RL20B_YEAST	RPL20A;RPL20B	Large ribosomal subunit protein eL20A	6	0	2129.89	2276.81	2388.7	2309.22	2310.66	2510.45	2681.07	2398.07	1082.04	1013.79	1557.83	512.997	774.125	926.491	1076.92	853.365
P0CX25;P0CX26	RL43A_YEAST;RL43B_YEAST	RPL43A;RPL43B	Large ribosomal subunit protein eL43A	1	0	504.451	394.49		536.046	471.921			506.736								
P0CX27;P0CX28	RL44A_YEAST;RL44B_YEAST	RPL42A;RPL42B	Large ribosomal subunit protein eL42A	2	0	2516.58	2396.59	2976.27	3485.18	3273.76	2483.16	3568.52	2506.13	1569.2	1103.85		1456.47	1338.1	1543.31	1452.84	1084.09
P0CX29;P0CX30	RS23A_YEAST;RS23B_YEAST	RPS23A;RPS23B	Small ribosomal subunit protein uS12A	2	0	7243.64	6766.97	5684.66	6112.5	7772.9	5146.2	8248.17	5005.03	3317.17	2785.08	1900.6	2430.64	3069.87	2397.58	1963.06	1279.59
P0CX31;P0CX32	RS24A_YEAST;RS24B_YEAST	RPS24A;RPS24B	Small ribosomal subunit protein eS24A	3	0	6635.86	5656.12	5814.05	6574.6	8038.92	7390.9	6498.95	5778.38	3257.91	3947.38	3484.77	3698.25	3553.77	2800.36	3440.52	3662.43
P0CX33;P0CX34	RS30A_YEAST;RS30B_YEAST	RPS30A;RPS30B	Small ribosomal subunit protein eS30A	1	0	2954.49	2839.33	2909.68	2424.9	2061.13	2569.98	2464.41	1877.61	1283.64	1384.19	1180.49	767.293	1923.39	982.228	1101.19	
P0CX35;P0CX36	RS4A_YEAST;RS4B_YEAST	RPS4A;RPS4B	Small ribosomal subunit protein eS4A	6	0	6383.57	5540.7	5824.99	5683.53	5919.21	6113.83	6610.63	6462.11	2558.07	2709.15	2930.47	3096.04	2857.26	3132.24	2749.22	2956.02
P0CX37;P0CX38	RS6A_YEAST;RS6B_YEAST	RPS6A;RPS6B	Small ribosomal subunit protein eS6A	8	0	3571.11	3809	4764.22	4141.74	4298.09	4402.13	4511.26	4929.95	1488.9	1175.99	1623.04	1945.86	1830.17	1760.68	1525.85	1779.33
P0CX39;P0CX40	RS8A_YEAST;RS8B_YEAST	RPS8A;RPS8B	Small ribosomal subunit protein eS8A	4	0	5687.05	5788.8	6045.65	5245.12	4956.03	5651.63	5507.56	3978.07	8010.31	6610.83	8223.22	7253.49	7126.87	8775.88	6388.49	5529.16
P0CX41;P0CX42	RL23A_YEAST;RL23B_YEAST	RPL23A;RPL23B	Large ribosomal subunit protein uL14A	3	0	2851.79	3112.83	2858.93	3149.12	2289.33	2189.82	2876.06	2673.58	1874.44	1798.08	1498.25	2005.81	2165.8	1623.67	1867.24	1501.42
P0CX43;P0CX44	RL1A_YEAST;RL1B_YEAST	RPL1A;RPL1B	Large ribosomal subunit protein uL1A	5	0	1994.01	1480.16	2082.07	1425.7	1293.96	1218.82	1680.6	1155.13	739.954	1128.98	940.978	638.64	615.609	682.029	689.185	976.453
P0CX45;P0CX46	RL2A_YEAST;RL2B_YEAST	RPL2A;RPL2B	Large ribosomal subunit protein uL2A	4	0	3135.39	2615.74	3076.3	2601.66	2919.7	3143.59	2912.32	2519.8	1399.78	1146.44	1391.3	1209.53	1005.07	1152.34	1364.15	1250.23
