Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A10_1 Spectral Count	A10_2 Spectral Count	A10_3 Spectral Count	A10_4 Spectral Count	A10_5 Spectral Count	A10_6 Spectral Count	A10_7 Spectral Count	A10_8 Spectral Count	B10_1 Spectral Count	B10_2 Spectral Count	B10_3 Spectral Count	B10_4 Spectral Count	B10_5 Spectral Count	B10_6 Spectral Count	B10_7 Spectral Count	B10_8 Spectral Count	A10_1 Unique Spectral Count	A10_2 Unique Spectral Count	A10_3 Unique Spectral Count	A10_4 Unique Spectral Count	A10_5 Unique Spectral Count	A10_6 Unique Spectral Count	A10_7 Unique Spectral Count	A10_8 Unique Spectral Count	B10_1 Unique Spectral Count	B10_2 Unique Spectral Count	B10_3 Unique Spectral Count	B10_4 Unique Spectral Count	B10_5 Unique Spectral Count	B10_6 Unique Spectral Count	B10_7 Unique Spectral Count	B10_8 Unique Spectral Count	A10_1 Total Spectral Count	A10_2 Total Spectral Count	A10_3 Total Spectral Count	A10_4 Total Spectral Count	A10_5 Total Spectral Count	A10_6 Total Spectral Count	A10_7 Total Spectral Count	A10_8 Total Spectral Count	B10_1 Total Spectral Count	B10_2 Total Spectral Count	B10_3 Total Spectral Count	B10_4 Total Spectral Count	B10_5 Total Spectral Count	B10_6 Total Spectral Count	B10_7 Total Spectral Count	B10_8 Total Spectral Count	A10_1 Intensity	A10_2 Intensity	A10_3 Intensity	A10_4 Intensity	A10_5 Intensity	A10_6 Intensity	A10_7 Intensity	A10_8 Intensity	B10_1 Intensity	B10_2 Intensity	B10_3 Intensity	B10_4 Intensity	B10_5 Intensity	B10_6 Intensity	B10_7 Intensity	B10_8 Intensity	A10_1 MaxLFQ Intensity	A10_2 MaxLFQ Intensity	A10_3 MaxLFQ Intensity	A10_4 MaxLFQ Intensity	A10_5 MaxLFQ Intensity	A10_6 MaxLFQ Intensity	A10_7 MaxLFQ Intensity	A10_8 MaxLFQ Intensity	B10_1 MaxLFQ Intensity	B10_2 MaxLFQ Intensity	B10_3 MaxLFQ Intensity	B10_4 MaxLFQ Intensity	B10_5 MaxLFQ Intensity	B10_6 MaxLFQ Intensity	B10_7 MaxLFQ Intensity	B10_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P04079|GUAA_ECOLI	P04079	GUAA_ECOLI	guaA	525	Escherichia coli (strain K12)	1:Experimental evidence at protein level	GMP synthase [glutamine-hydrolyzing]	1.0	0.999	4	14	14	14	0	0	0	0	0	0	0	0	2	1	3	2	1	0	2	3	0	0	0	0	0	0	0	0	2	1	3	2	1	0	2	3	0	0	0	0	0	0	0	0	2	1	3	2	1	0	2	3	18341.643	0.0	14622.1455	10321.956	3330.0972	3772.9958	24828.691	3105.2595	55031.668	54172.47	55337.195	49386.258	40156.418	36872.87	77989.37	28332.307	8816.386	0.0	13602.732	9602.34	5271.4595	5972.5566	42471.04	4915.5474	17702.154	19051.293	18124.102	18100.54	16142.075	22945.32	20302.605	14432.064	
sp|P04080|CYTB_HUMAN	P04080	CYTB_HUMAN	CSTB	98	Homo sapiens	1:Experimental evidence at protein level	Cystatin-B	1.0	0.999	8	195	195	195	11	11	13	10	11	12	12	15	11	14	15	13	10	12	13	12	11	11	13	10	11	12	12	15	11	14	15	13	10	12	13	12	11	11	13	10	11	12	12	15	11	14	15	13	10	12	13	12	618755.1	562556.94	626074.3	584627.8	605914.6	596321.06	608740.94	613778.5	663755.0	656705.4	649816.94	659668.9	611915.7	645865.56	645118.06	616243.94	161505.73	165892.2	163255.08	155854.69	159257.69	158576.66	162295.64	164898.95	171411.61	173420.89	173049.81	177927.95	175715.84	168342.61	174574.34	174670.03	
sp|P04083|ANXA1_HUMAN	P04083	ANXA1_HUMAN	ANXA1	346	Homo sapiens	1:Experimental evidence at protein level	Annexin A1	1.0	0.999	39	1264	1264	1264	75	79	77	78	89	77	76	81	79	83	83	80	71	77	78	81	75	79	77	78	89	77	76	81	79	83	83	80	71	77	78	81	75	79	77	78	89	77	76	81	79	83	83	80	71	77	78	81	4888572.5	5967074.5	6156645.5	6017881.0	5885586.0	5729907.5	6091756.0	6037425.5	5987466.5	6220360.5	6130603.0	6037266.5	5549213.5	5855348.5	5875935.0	6157565.0	593141.1	663279.6	675441.7	665628.75	659205.44	658882.6	662710.5	674748.2	674679.6	676321.7	672276.44	673739.56	676969.6	681413.4	682352.5	683265.44	
sp|P04147|PABP_YEAST	P04147	PABP_YEAST	PAB1	577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Polyadenylate-binding protein, cytoplasmic and nuclear	1.0	0.999	31	551	551	643	39	40	49	45	38	44	42	39	24	26	26	26	32	25	29	27	39	40	49	45	38	44	42	39	24	26	26	26	32	25	29	27	45	45	54	50	44	48	48	45	29	31	32	32	40	31	35	34	1959496.5	2081793.4	1968974.2	2111272.8	2128402.8	2148523.2	2139546.8	2159484.5	957085.0	939109.0	925212.3	1048644.8	1035320.3	1043023.06	1022544.44	979612.6	180081.56	177750.19	178199.03	179586.1	180217.61	180597.47	180283.39	180698.28	94107.58	91739.414	92600.06	95150.01	93860.48	94237.51	93231.695	94800.62	
sp|P04150|GCR_HUMAN	P04150	GCR_HUMAN	NR3C1	777	Homo sapiens	1:Experimental evidence at protein level	Glucocorticoid receptor	0.9999	0.999	3	17	17	17	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71274.79	61505.72	71337.25	7664.087	65640.69	61188.277	7643.7554	7948.04	7013.0615	5656.1177	6622.1533	5592.133	14499.897	7172.7173	6573.0195	5955.8467	12148.858	12311.936	11685.642	14022.072	13755.08	12248.392	13984.874	14541.588	12830.968	10348.329	12115.77	10231.264	12692.826	13123.071	12025.876	10896.708	
sp|P04161|PUR3_YEAST	P04161	PUR3_YEAST	ADE8	214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoribosylglycinamide formyltransferase	0.9654	0.999	1	4	4	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	27693.904	24518.2	0.0	24417.053	27015.16	21538.072	24726.55	0.0	0.0	0.0	21779.94	0.0	22760.938	0.0	0.0	0.0	27693.904	24518.2	0.0	24417.053	27015.16	21538.072	24726.55	0.0	0.0	0.0	21779.94	0.0	22760.938	0.0	0.0	0.0	
sp|P04179|SODM_HUMAN	P04179	SODM_HUMAN	SOD2	222	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Mn], mitochondrial	1.0	0.999	8	95	95	95	6	3	6	5	5	4	7	5	5	9	7	8	7	7	5	6	6	3	6	5	5	4	7	5	5	9	7	8	7	7	5	6	6	3	6	5	5	4	7	5	5	9	7	8	7	7	5	6	170338.38	121362.31	157425.36	169936.27	159242.5	166636.31	164501.98	125422.766	164323.34	177458.05	184078.98	175275.5	165824.9	173612.53	194852.1	196205.4	48077.613	40607.164	42375.453	42413.24	42979.543	43749.523	44674.703	43599.92	44589.94	41075.598	44400.8	42154.574	44275.953	42910.805	42887.22	44514.38	
sp|P04181|OAT_HUMAN	P04181	OAT_HUMAN	OAT	439	Homo sapiens	1:Experimental evidence at protein level	Ornithine aminotransferase, mitochondrial	1.0	0.999	22	393	392	393	20	24	25	25	20	23	25	22	25	27	26	26	23	28	28	26	20	24	25	25	20	23	25	22	25	27	26	26	23	28	27	26	20	24	25	25	20	23	25	22	25	27	26	26	23	28	28	26	855139.6	780989.75	797752.9	738285.8	830727.2	822967.2	863485.0	810751.6	794028.8	889149.75	767194.25	817781.8	868654.7	792414.5	807799.9	794232.56	104678.195	102103.13	106736.06	100546.055	103957.47	105538.336	105838.4	103024.89	106076.96	108641.82	112782.375	108624.91	107221.45	103181.95	108909.266	108599.29	
sp|P04183|KITH_HUMAN	P04183	KITH_HUMAN	TK1	234	Homo sapiens	1:Experimental evidence at protein level	Thymidine kinase, cytosolic	1.0	0.999	9	171	171	171	8	9	10	14	10	10	11	12	10	8	11	12	13	10	11	12	8	9	10	14	10	10	11	12	10	8	11	12	13	10	11	12	8	9	10	14	10	10	11	12	10	8	11	12	13	10	11	12	206577.89	216724.42	227128.66	249218.52	219975.47	231513.0	210428.56	218987.56	218928.5	217458.58	223064.47	246815.64	248854.25	248689.22	260789.36	241016.3	44967.746	48256.96	50211.18	50014.36	50194.32	52367.043	53169.62	50231.254	50027.008	48356.09	48184.758	50126.844	47368.004	48126.082	49951.61	49167.008	
sp|P04335|FRSA_ECOLI	P04335	FRSA_ECOLI	frsA	414	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Esterase FrsA	0.9654	0.999	1	8	8	8	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	5073.165	4434.999	0.0	5190.134	11489.493	10537.441	10874.568	10311.661	10282.973	10982.7705	11484.917	10659.669	0.0	0.0	0.0	0.0	5073.165	4434.999	0.0	5190.134	11489.493	10537.441	10874.568	10311.661	10282.973	10982.7705	11484.917	10659.669	
sp|P04350|TBB4A_HUMAN	P04350	TBB4A_HUMAN	TUBB4A	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta-4A chain	0.9999	0.9988	40	3	3	2826	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	187	166	179	161	190	178	183	176	181	180	176	178	171	171	176	173	0.0	169868.03	0.0	0.0	0.0	197593.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244666.6	0.0	0.0	169868.03	0.0	0.0	0.0	197593.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244666.6	0.0	
sp|P04391|OTC1_ECOLI	P04391	OTC1_ECOLI	argI	334	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Ornithine carbamoyltransferase subunit I	1.0	0.999	7	28	17	28	0	0	0	0	0	0	0	0	2	6	4	3	4	4	2	3	0	0	0	0	0	0	0	0	2	2	2	1	3	3	2	2	0	0	0	0	0	0	0	0	2	6	4	3	4	4	2	3	0.0	25915.86	4960.0723	0.0	0.0	0.0	20353.998	0.0	90107.266	66680.57	90633.195	105421.37	86002.22	53006.82	75816.484	104229.62	0.0	20112.3	11107.648	0.0	0.0	0.0	15795.953	0.0	32962.758	34584.746	30279.826	34704.41	33599.637	36272.23	33123.68	36835.355	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.999	37	3544	3481	3544	208	211	217	218	205	230	214	204	221	238	232	238	225	232	218	233	203	207	213	213	203	226	211	200	217	233	228	236	221	228	213	229	208	211	217	218	205	230	214	204	221	238	232	238	225	232	218	233	1.4479532E7	1.6171174E7	1.657675E7	1.6696537E7	1.6102024E7	1.640001E7	1.6962472E7	1.645019E7	1.7189452E7	1.703099E7	1.5823772E7	1.7067144E7	1.6359383E7	1.6184143E7	1.6888276E7	1.704878E7	1616910.4	1747919.8	1886983.2	1815977.0	1805618.6	1788791.9	1826453.5	1794911.6	1881903.2	1943845.9	1910398.9	1923332.5	1905872.4	1870708.4	1918529.0	1919713.6	
sp|P04424|ARLY_HUMAN	P04424	ARLY_HUMAN	ASL	464	Homo sapiens	1:Experimental evidence at protein level	Argininosuccinate lyase	1.0	0.999	2	26	26	26	2	3	2	2	1	1	2	0	2	1	1	1	2	1	3	2	2	3	2	2	1	1	2	0	2	1	1	1	2	1	3	2	2	3	2	2	1	1	2	0	2	1	1	1	2	1	3	2	26445.484	47080.91	26037.102	48107.973	25928.578	11547.166	26744.27	23775.162	42070.938	25271.777	23692.852	25799.145	24721.281	45989.727	41319.97	41539.297	15409.324	16055.431	15740.808	16502.465	15673.639	14750.087	15986.131	14223.97	13992.77	15216.693	14199.97	15378.76	14901.475	15882.999	14785.467	14352.896	
sp|P04425|GSHB_ECOLI	P04425	GSHB_ECOLI	gshB	316	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Glutathione synthetase	1.0	0.999	6	57	57	57	0	1	1	1	2	2	1	1	7	8	5	4	6	6	5	7	0	1	1	1	2	2	1	1	7	8	5	4	6	6	5	7	0	1	1	1	2	2	1	1	7	8	5	4	6	6	5	7	32170.305	43518.242	25388.645	29876.514	34250.496	22351.406	19086.605	24729.072	171914.94	194543.47	140873.69	104297.87	149985.56	125563.29	148995.88	226228.78	13710.739	17315.383	18380.137	15063.121	15108.392	16184.284	13418.102	17521.77	38980.75	45184.695	44215.473	39200.24	40981.82	41348.344	41394.2	43208.57	
sp|P04449|RL24A_YEAST	P04449	RL24A_YEAST	RPL24A	155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL24A	1.0	0.999	9	204	32	204	16	15	17	14	15	15	15	13	12	9	12	10	12	8	10	11	2	3	2	3	3	3	2	3	2	1	1	1	3	1	1	1	16	15	17	14	15	15	15	13	12	9	12	10	12	8	10	11	1324100.2	1454683.1	1475140.0	1220577.1	1309036.1	1278458.4	1282775.4	1246239.2	954270.5	634594.44	862270.06	623187.75	493688.78	616471.3	682354.56	601234.3	439622.22	409424.78	419500.9	396761.66	416758.47	406631.97	419656.22	408722.7	236845.56	232223.14	223939.36	227714.34	231505.25	226078.8	224295.66	211704.16	
sp|P04456|RL25_YEAST	P04456	RL25_YEAST	RPL25	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL23	1.0	0.999	10	265	265	265	20	19	17	19	22	17	19	17	15	14	13	15	14	15	15	14	20	19	17	19	22	17	19	17	15	14	13	15	14	15	15	14	20	19	17	19	22	17	19	17	15	14	13	15	14	15	15	14	1978746.0	1906346.5	1801090.1	1965813.1	1934103.0	1943453.6	1891237.1	1966486.0	943721.5	970868.44	978672.9	971893.6	992331.3	973393.06	986780.7	970269.7	497296.72	493084.22	492476.0	501809.94	495425.53	476278.75	485934.34	490742.1	261600.62	258815.81	270246.72	272676.0	263894.53	258169.7	266245.84	265608.94	
sp|P04632|CPNS1_HUMAN	P04632	CPNS1_HUMAN	CAPNS1	268	Homo sapiens	1:Experimental evidence at protein level	Calpain small subunit 1	1.0	0.999	9	155	119	155	13	10	8	9	9	10	9	8	10	8	12	8	11	12	12	6	10	8	6	7	7	7	7	6	8	6	10	6	9	9	9	4	13	10	8	9	9	10	9	8	10	8	12	8	11	12	12	6	279040.78	285591.1	330837.12	270429.9	276232.44	306789.3	267562.8	285937.62	292524.8	255208.66	296697.8	267606.7	295735.72	302176.12	318904.53	286787.38	72904.51	74718.07	81332.86	73335.9	72986.52	72422.75	71443.77	75515.5	78549.3	85539.086	79341.58	81764.09	80356.35	79134.234	79495.5	78577.47	
sp|P04650|RL39_YEAST	P04650	RL39_YEAST	RPL39	51	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL39	1.0	0.999	3	83	40	83	5	6	7	7	6	7	5	5	4	5	3	4	4	4	5	6	3	3	3	4	3	2	2	2	2	2	2	2	3	2	2	3	5	6	7	7	6	7	5	5	4	5	3	4	4	4	5	6	301799.5	308023.72	341484.12	327951.94	300503.94	310272.38	206150.61	306786.22	235620.47	243696.77	230005.44	217084.7	233556.88	230260.52	225684.45	222136.98	119515.945	126278.09	118844.28	113664.91	108850.8	106866.73	96877.76	112934.88	92029.96	91798.55	91956.09	81750.375	90184.31	90602.9	87105.02	77756.016	
sp|P04693|TYRB_ECOLI	P04693	TYRB_ECOLI	tyrB	397	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Aromatic-amino-acid aminotransferase	0.9989	0.999	3	6	6	6	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0.0	7304.8267	0.0	0.0	0.0	0.0	0.0	6046.464	18610.152	161672.08	150064.6	0.0	163947.84	13351.972	13009.096	151292.66	0.0	21572.01	0.0	0.0	0.0	0.0	0.0	17855.916	54957.96	32896.023	30534.205	0.0	31195.9	39429.938	38417.387	30784.082	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.999	21	522	522	522	34	31	32	31	31	29	30	30	32	34	30	33	35	35	39	36	34	31	32	31	31	29	30	30	32	34	30	33	35	35	39	36	34	31	32	31	31	29	30	30	32	34	30	33	35	35	39	36	1492492.0	1837871.0	1774910.4	1634217.0	1824077.2	1691934.0	1832583.9	1778888.8	1812410.0	1868953.6	1776116.2	1830163.9	1839126.8	1665242.8	1829206.4	1709325.8	519812.22	549963.0	554400.44	522878.8	534368.0	508263.06	525515.56	505564.84	556393.6	573950.56	579342.0	565916.8	561080.25	556086.75	560631.25	565237.7	
sp|P04801|SYTC_YEAST	P04801	SYTC_YEAST	THS1	734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Threonine--tRNA ligase, cytoplasmic	1.0	0.999	28	273	273	273	22	26	28	22	23	30	23	24	7	11	10	10	10	7	11	9	22	26	28	22	23	30	23	24	7	11	10	10	10	7	11	9	22	26	28	22	23	30	23	24	7	11	10	10	10	7	11	9	727471.25	755244.94	903953.7	732047.8	865789.5	774891.06	746903.1	778636.8	351504.4	328309.06	375420.53	372209.97	317549.66	363543.66	358100.8	367697.12	63070.36	65543.516	68682.98	71591.05	66435.03	68097.96	65791.95	68644.47	38876.215	39872.74	38340.074	38831.926	38300.742	39969.477	38527.06	39790.375	
sp|P04802|SYDC_YEAST	P04802	SYDC_YEAST	DPS1	557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Aspartate--tRNA ligase, cytoplasmic	1.0	0.999	22	232	232	272	17	21	15	23	20	20	21	20	8	12	10	10	12	6	8	9	17	21	15	23	20	20	21	20	8	12	10	10	12	6	8	9	19	25	17	26	22	23	23	24	11	15	13	11	15	8	9	11	1025314.9	693092.8	709198.44	963115.75	913913.06	817882.7	704877.3	858958.9	601347.44	364338.88	505482.4	537358.9	565923.4	608886.5	601936.94	610041.75	199881.4	192334.77	199486.33	193699.75	202463.02	199908.58	192058.38	197337.06	115367.47	108609.39	118137.125	112126.88	114861.54	116445.11	117849.42	116586.72	
sp|P04805|SYE_ECOLI	P04805	SYE_ECOLI	gltX	471	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Glutamate--tRNA ligase	1.0	0.999	7	30	30	30	0	0	0	0	0	0	0	1	2	5	5	6	2	3	4	2	0	0	0	0	0	0	0	1	2	5	5	6	2	3	4	2	0	0	0	0	0	0	0	1	2	5	5	6	2	3	4	2	16731.664	8192.518	12374.084	17653.475	20089.145	14162.412	19047.242	12604.34	47462.766	102835.97	72542.29	101719.19	63878.94	61901.95	82491.414	37458.543	10431.806	8509.581	7753.452	7913.968	8947.902	8859.718	8441.126	7828.047	18362.035	19066.977	16865.762	18500.146	18588.637	17750.86	18315.734	20051.553	
sp|P04806|HXKA_YEAST	P04806	HXKA_YEAST	HXK1	485	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Hexokinase-1	1.0	0.999	35	1165	1115	1165	83	92	90	95	89	92	85	90	53	54	60	55	53	61	53	60	79	88	85	92	85	88	80	88	50	51	59	52	51	58	51	58	83	92	90	95	89	92	85	90	53	54	60	55	53	61	53	60	3389752.2	3866849.5	4191365.0	3992481.0	3784407.2	3996415.2	4093402.2	3716645.0	1898505.4	2081364.6	1971840.8	2116498.2	1892431.5	1832472.9	2109611.5	2107779.0	259575.23	288006.22	311696.53	292962.53	294482.06	295755.0	298644.72	291522.06	156968.12	164569.36	165113.86	163403.61	161788.88	161801.62	163659.88	162000.23	
sp|P04807|HXKB_YEAST	P04807	HXKB_YEAST	HXK2	486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Hexokinase-2	1.0	0.999	31	897	897	947	58	70	84	71	66	66	66	69	41	42	54	41	44	39	41	45	58	70	84	71	66	66	66	69	41	42	54	41	44	39	41	45	62	74	89	74	70	70	71	71	44	45	55	44	46	42	43	47	3525260.0	4046129.8	4195449.0	4122461.0	4069970.5	4029704.8	4236249.5	4245343.5	2047992.1	2166039.8	2201102.5	2041039.6	2096115.2	2135880.5	2063036.0	2147514.8	367280.7	431430.03	455375.06	454132.34	435599.7	444938.2	449077.22	446554.44	239469.23	245205.45	243923.39	238594.42	246157.56	245710.52	241996.3	241203.97	
sp|P04818|TYSY_HUMAN	P04818	TYSY_HUMAN	TYMS	313	Homo sapiens	1:Experimental evidence at protein level	Thymidylate synthase	1.0	0.999	11	260	260	260	14	18	19	17	17	16	18	15	17	15	18	14	15	17	15	15	14	18	19	17	17	16	18	15	17	15	18	14	15	17	15	15	14	18	19	17	17	16	18	15	17	15	18	14	15	17	15	15	351535.78	385708.84	457314.44	359823.22	372442.06	378769.2	392454.97	332073.25	427710.28	421161.2	370487.94	389470.3	360025.16	388988.47	375355.78	368342.03	58732.008	62929.457	71173.305	65890.08	66752.19	65980.87	65575.125	62431.227	67875.875	70098.35	69396.1	68981.24	66903.02	67606.8	66078.84	68248.28	
sp|P04825|AMPN_ECOLI	P04825	AMPN_ECOLI	pepN	870	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Aminopeptidase N	1.0	0.999	4	19	19	19	0	0	0	0	1	0	0	0	2	2	2	2	2	2	4	2	0	0	0	0	1	0	0	0	2	2	2	2	2	2	4	2	0	0	0	0	1	0	0	0	2	2	2	2	2	2	4	2	0.0	0.0	0.0	27587.086	16351.089	15073.361	9892.202	0.0	33435.883	33371.12	32603.45	32336.605	36124.133	11460.244	31887.547	32139.535	0.0	0.0	0.0	12477.062	13584.835	14962.731	9819.599	0.0	19698.553	19753.635	19269.328	19141.545	21390.654	16823.97	18884.227	18983.752	
sp|P04840|VDAC1_YEAST	P04840	VDAC1_YEAST	POR1	283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Non-selective voltage-gated ion channel 1	1.0	0.999	19	565	565	565	36	50	47	38	42	40	45	42	32	26	28	30	25	26	29	29	36	50	47	38	42	40	45	42	32	26	28	30	25	26	29	29	36	50	47	38	42	40	45	42	32	26	28	30	25	26	29	29	2018098.0	2191164.5	1967258.8	2137838.5	2114358.0	2101641.5	2224014.0	2254285.2	980359.4	1008054.94	1063117.6	1055730.4	958454.6	947649.75	1070430.2	998697.7	254068.97	308535.84	294377.1	310576.5	311373.25	304665.94	309335.34	307788.12	164039.56	159286.69	162862.05	165324.11	156112.0	160303.8	167056.44	163897.53	
sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1.0	0.999	15	181	181	181	11	7	8	10	12	12	10	11	14	10	12	15	11	13	16	9	11	7	8	10	12	12	10	11	14	10	12	15	11	13	16	9	11	7	8	10	12	12	10	11	14	10	12	15	11	13	16	9	236945.67	239618.17	226169.7	246787.88	269846.25	176328.78	246173.06	242811.6	208126.23	196094.77	205892.89	232190.17	178744.36	250902.67	237925.47	195195.2	48332.31	47546.574	46449.01	47948.336	49536.555	48304.816	48637.043	48322.254	46463.133	44709.805	48911.977	46292.15	45302.02	47764.375	45344.65	48090.652	
sp|P04844|RPN2_HUMAN	P04844	RPN2_HUMAN	RPN2	631	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1.0	0.999	3	41	41	41	2	3	2	2	4	2	2	2	3	2	3	3	3	3	3	2	2	3	2	2	4	2	2	2	3	2	3	3	3	3	3	2	2	3	2	2	4	2	2	2	3	2	3	3	3	3	3	2	157132.3	32635.406	32553.506	136347.53	39227.227	37846.703	37105.516	36470.5	37158.883	63297.547	61672.645	35165.754	35596.312	40296.94	45463.426	43921.4	59347.523	21068.799	21032.049	57246.285	22942.223	24479.766	24038.0	23604.59	24070.986	32420.584	32458.459	21352.705	21990.598	23862.385	26061.531	27334.875	
sp|P04899|GNAI2_HUMAN	P04899	GNAI2_HUMAN	GNAI2	355	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(i) subunit alpha-2	1.0	0.999	7	94	33	94	6	6	7	4	4	7	9	6	6	6	4	5	7	5	6	6	1	2	3	1	1	3	4	2	2	2	1	2	3	2	2	2	6	6	7	4	4	7	9	6	6	6	4	5	7	5	6	6	134655.5	109902.49	122562.25	111637.56	101074.7	113347.96	125318.84	114112.02	134594.5	146051.62	97813.01	96661.625	138566.11	127190.05	108324.05	119339.31	45424.383	41062.996	41252.582	37177.633	38123.11	39537.164	43768.047	39678.44	43744.008	43929.477	36110.965	35665.87	45804.758	36264.98	36278.406	36705.297	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.0	0.999	18	19	0	1557	0	1	1	1	1	1	0	1	2	2	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	99	97	94	97	98	94	99	104	105	93	94	106	90	102	97	0.0	52409.03	14799.521	54322.0	0.0	51958.348	39326.152	0.0	10775.955	50053.504	10533.281	55697.742	47043.402	53651.63	10377.048	8903.865	0.0	24680.697	32511.664	25778.83	0.0	25642.533	24441.238	0.0	23672.672	25445.482	23139.566	27634.38	23258.83	24324.445	22796.352	19560.057	
sp|P04911|H2A1_YEAST	P04911	H2A1_YEAST	HTA1	132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histone H2A.1	1.0	0.999	10	243	0	348	15	20	16	16	19	13	21	18	14	13	14	11	12	14	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	25	23	23	28	19	29	23	20	20	19	16	19	20	22	19	723851.25	879992.25	882413.8	598249.1	884091.44	854311.25	887615.1	919213.2	514086.6	430396.2	510853.12	512526.03	525628.56	475569.53	476661.38	494735.03	147153.1	177853.5	176658.83	179838.1	180347.58	170163.4	181602.69	184929.2	103151.09	97680.93	104298.555	102652.016	106203.15	96840.7	99395.21	102094.43	sp|P04912|H2A2_YEAST
sp|P04921|GLPC_HUMAN	P04921	GLPC_HUMAN	GYPC	128	Homo sapiens	1:Experimental evidence at protein level	Glycophorin-C	0.9655	0.999	1	17	17	17	1	1	1	1	1	1	1	2	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	0	1	7706.505	6735.331	10172.003	10573.496	9792.333	10780.078	12216.173	10467.896	8823.084	9887.479	9538.759	8411.552	8233.462	9056.409	8137.287	8971.996	7706.505	6735.331	10172.003	10573.496	9792.333	10780.078	12216.173	10467.896	8823.084	9887.479	9538.759	8411.552	8233.462	9056.409	8137.287	8971.996	
