Genes	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-D10_1_8450.d
DHX33	4	4	1751.04	1249.4	2559.39	1707	1580.52	1992.15	1807.9	1634.74	1744.16	1763.69	1638.09	1157.41	1374.42	1516.9	1798.11	1654.93
DHX34	4	4	1684.21	2094.18	2246.33	1925.85				1591.08	2398.23	2193.93	2522.52	2298.6	2047.96	1683.5	1884.02	2201.98
DHX35	2	2	986.204	998.133	712.234	1277	617.963	942.624	847.024	726.344	1172.15	1602.37	1323.89	1339.8	1345.74	1020.61	1409.45	1531.64
DHX36	15	15	4142.19	4516.91	4741.03	5102.44	3816	3963.9	3280.81	2995.59	3618.31	3942.24	3265.26	3793.23	3472.67	3871.03	4116.64	4275.71
DHX37	11	11	2020.31	1720.15	2064.36	2101.54	2551.18	2675.25	2418.69	3510.6	2326.6	2597.97	2342.57	2613.55	2641.47	2479.97	2969.98	2825.25
DHX38	18	18	3978.59	4110.88	4131.54	4182.57	4613.62	3993.17	5029.27	3975.2	4744.32	4725.11	3665.71	4724.55	4874.59	4212.15	4447.17	4373.92
DHX40	2	2	1211.6	1284.68	1552.85	1500.75	1755.99	1414.71	1500.56	1644.32	1681.19	1014.77	651.03	897.843	654.67	739.296	1013.88	865.103
DHX57	10	10	4261.93	3501.72	3563.08	3123.86		1712.23		813.506	3248.14	2789.01	3242.43	2400.17	3493.9	2811.95	2349.83	3115.39
DHX58	2	2			1333.99										1858.18	893.171		
DHX8	18	18	2506.68	2520.46	2554.44	2397.94	3817.41	3855.53	3838.67	3723.9	3195.03	3063.95	2779.94	3512.68	3263.69	3210.22	3246.36	3378.68
DHX9	32	32	68856.3	66754.2	85744.5	69877.8	97440	91695.1	91742.1	93291.5	79550.4	84444.9	70126.7	72136.2	81623.8	97850.5	100125	92311.7
DIABLO	8	8	13114	14446.1	25934.2	18283	10513.3	13155.9	10034.3	10546.2	12171.6	15895.3	14960.3	14128	15615	13869.5	14710.8	16011.7
DIAPH1	23	23	10353.6	10323.8	10580.6	11537.3	17417.9	16485.6	16826.7	15196.4	13152.4	13316.8	11559.7	13435	20218.7	19999.7	21766.9	23321.1
DIAPH2	19	19	1935.52	1869.59	1575.31	2106.57	3630.61	3679.63	3413.98	3391.98	6747.39	7076.5	6245.5	7498.97	5121.62	5975.05	5343.25	5476.94
DIAPH3	7	7	1946.95	1264.59	1369.87	1957.95	2497.21	2415.09	2961.75	3193.15			2095.13	1867.97				
DICER1	25	25	3460.31	3136.85	3321.8	3690.19					4441.49	4447.53	4634.97	4436.12	3198.71	3380.56	3365.89	3532.09
DIDO1	20	20	6749.25	6347.31	6908	6385.59	8502.74	6673.89	6838.42	6024.56	5409.34	5537.16	5710.56	6826.26	5399.66	5359.08	5611.99	5884.45
DIMT1	6	6	4169.27	3529.98	3906.5	4129.51	9572.66	9754.02	9109.86	8645.41	3899.61	4094.57	3789.48	4351	3495.76	3587.07	3743.44	3540.63
DIP2A	5	5	1328.06	929.913	1039.54	712.114	822.302	398.391	856.17	875.957	1313.54	1353.14	1752.15	1752.97	1103.67	828.256	899.634	1045.82
DIP2B	23	23	5547.81	6267.19	6445.74	7195.69	8148.61	7694.38	8054.07	6653.83	9614.24	10930.2	9680.44	10035.5	7774.8	8744.86	7974.19	8258.45
DIP2C	5	5	1647.81	1701.7	1731.99	1569.77	1628.62	861.458	1176.52	1177.37			776.358		704.051			
DIPK2A	5	5	4133.69	4601.56	4497.49	4943.13	1648.94	1797.68	1471.17	1651.5	5457.66	4754.66	5086.9	4218.82	2127.11	2108.44	2174.7	2829.62
DIRAS1	2	2	2392.73	2011.22		2125.04									1841.13	1642.41	1710.38	2242.32
DIS3	18	18	9150.02	10101.5	13589.8	11878.3	9538.34	11146.6	7943.7	8734.11	8531.71	9470.38	8466.75	7491.19	10221.4	9851.48	10212.9	9776.18
DIS3L	3	3			837.503	991.917	2002.49	1331.1	1292.12	1078.87	950.864		1104.02	1769.07	1021.03		991.906	
DIS3L2	10	10	2258.86	2620.67	2726.29	2841.98	3055.36	2073.69	2669.1	2295.31	3156.58	3274.41	2699.73	3203.25	2994.99	3005.97	2707.36	3507.49
DISC1	2	2									1801.11	1381.75	1743.5	3772.38		1193.53	1190.04	
DIXDC1	1	1	384.2	301.17	529.436	463.047		248.3										
DKC1	10	10	10090.9	9820.98	11482	10678	8918.26	11084.5	9530.38	11030.7	8607.99	11028	8663.6	8536.19	10301.5	11263	10413.9	10815.3
DKK3	1	1	4428.16	5071.02	4936.52	5835.64	1741.12	845.133	1592.15	1771.73								
DLAT	12	12	7575.06	7508.73	6723.84	7765.66	34183.1	28772.4	27749.9	29085.7	11816.2	11573.6	10615.3	13288.8	12453.3	10834.2	10784.5	12081.5
DLC1	7	7	5030.39	5654.9	5119.9	6726.99												
DLD	11	11	14356.3	14897	12154.3	19131.4	21664.1	21101.2	22648.5	19775.5	22611.9	21066.2	17849.6	25216.1	21052.9	14239.1	19584.9	20026.2
DLG1	11	11	15441.5	16462.1	18811.6	16163.9	14630	10538.4	11474.1	9862.27	5537.05	2499.66	4616.57	3413.47	3929.28	2647.88	4994.72	6065.12
DLG3	1	1					875.803	991.009		200.884								
DLG5	6	6	2898.72	2661.55	2988.38	2771.26	3828.6	2914.04	3152.65	2914.66								
DLGAP4	4	4	9931.92	8271.69	6181.01	6944.07	4605.18	4160.9	3986.49	3893.17	5188.61	2718.29	4710.12	5650.49	6065.28	3189.24	4758.39	6472.69
DLGAP5	5	5	1673.99	777.167	1675.46	2355.03	3024.34	2970.78	2013.7	2553.04		2009.26		1885.1				
DLST	16	16	57793.7	54049.1	53359.7	62685	34828.2	35182.3	28805.2	33483.9	91338.6	79755.5	81225.2	91873.2	98929.4	77164.6	90068.4	95439.3
DMAC2	2	2		3648.22	3650.54	5018.38					4261.74	4740.65	3824.03	6995.89	3903.03	3391.55	2399.84	4272.79
DMAC2L	4	4	2020.6	2505.84	2851.06	2436.68	1751.74	1665.63		1813.74	2808.33	2888.12	3604.65	2920.49	4708.65	4989.94	5287.3	4604.68
DMAP1	6	6	1804.48	1653.8	2062.35	1756.25	2356.94	1676.85	1778.58	1596.06	1893.3	1859.09	1813.41	2134.76	2222.97	1405.92	1753.71	1966.39
DMBT1	8	8	53795.3	45311.4	69070.6	12545.6	12953.6	18572.5	13090.9	16306	62617.3	70575.6	104957	73372.6	53744.9	94169.2	75067.3	51707.3
DMD	8	8	3969.07	4023.82	4498.16	3692.38	2190.32	1587.4	1903.44	1440.5								
DMTN	1	1					1670.15	2009.48	1382.3	1414								
DMWD	1	1		1519.26	1180.29	1193.82												
DMXL1	14	14	2906.14	2851.76	3254.92	2993.73	4087.89	2757.71	2713.74	2674.68	5010.73	4860.94	4540.9	5237.85	3676.26	3895.07	3814.57	3889.95
DMXL2	31	31	1940.93	1616.21	2064.21	1973.3	2219.57	1585.89	1635.15	1973.96	4656.69	4741.77	4884.39	5382.27	5607.3	5316.91	5339.85	6033.51
DNAAF10	3	3	1449.12	2112.69	2430.31	2466.27	1852.35	1115.18	1657.77		1814.33	2388.44	2902.05	2363.49		2583	2404.88	1880.17
DNAAF2	1	1	979.55	831.279		777.928	823.343		412.871	456.026	769.163		508.504	513.05		421.852	573.674	643.378
DNAAF5	13	13	5476.72	6786.05	5344.22	5958.48	8438.97	5851.65	5772.22	5710.56	5155.43	4842.49	4880.48	4444.79	3885.44	4356.06	4699.5	5070.32
DNAJA1	10	10	11727.2	11716.7	23013.6	14205.4	9246.65	9646.39	6694.33	6937.95	19238.1	20711.7	21745	16263.6	16791.2	18342.4	20164.4	16971
DNAJA2	8	8	6205.98	5671.93	6893.62	7221.52	4424.8	5577.31	4938.66	3108.71	7815.61	8621.01	7574.39	8396.26	10143.3	9877.77	9274.75	8775.73
DNAJA3	11	11	7145.97	6550.46	7934.1	6593.86	8999.56	6972.24	7535.13	7142.65	9639.58	8577.9	9383.28	9971.97	11171.4	9659.76	11668.8	10879
DNAJB1	15	15	9579.68	9007.8	11584.6	10019.7	18311.5	18634.9	14029.3	14142.6	11320.9	12501.2	10936.3	11175.5	10664.4	13186.3	12211.9	11585
DNAJB11	16	16	16696.5	18543.3	19591.1	22381.6	12682.9	11464.4	10006.7	9864.41	21447.7	21462.7	18438.1	21724.3	17838.6	16191.5	18226.2	19037.9
DNAJB12	5	5	1896.21	1351.44	1956.71	1304.81		1450.62			3283.94	3392.7	3970.83	3192.04	3069.33	4016.14	3858.11	3737.32
DNAJB14	4	4	1584.91	1178.81	1484.43	1756.32	1785.18				1063.47	1515.47	1574.68		2502.15	1554.38	1632.44	1997.04
DNAJB2	7	7	5029.46	4842.97	5550.36	4740.9	2512.53	3627.52	4375.55	3825.79	4729.99	4836.81	5361.69	5758.95	3891.05	4878.89	3282.57	4181.1
DNAJB4	14	14	15823.1	13276	17417.4	17033.7	4426.46	3604.77	3173.01	3643.99		1561.84	1449.57	998.958	1487.91	1841.06	1565.55	1160.75
DNAJB6	2	2	3117.95	3270.81	5050.55	3720.34	2978.47	2619.89	3889.53	3202.64	4240.27	4918.29	4521.27	4374.38	3701.12	4220.33	3663.33	3773.82
DNAJC1	7	7	5535.24	4683.34	5485.78	4776.12	4576.95	4116.61	4726.36	4596.07	3559.05	3165.87	3050.14	2954.12	2226.05	2370.33	2632.13	2817.94
DNAJC10	12	12	11449.3	11850.9	11762.9	11911	5197.83	5632.43	4510.78	3828.04	10706.2	12775.3	9278	10006.7	8487.12	9642.35	10195	9569.19
DNAJC11	13	13	5294.75	6795.39	9838.65	7608.64	7746.32	6033.36	6054.85	6368.92	7801.57	9347.77	8545.94	7139.77	7709.57	9103.84	8523.72	7391.68
DNAJC13	53	53	15781.9	15625.5	18230.5	17618.8	13741.8	11895.3	11262.4	11423.3	27213.1	28435.4	26068.1	27514.8	25159.1	24417.5	27433.9	27738.9
DNAJC16	2	2	1966.13	2369.49	2156.9	2001.34					1439.69	1598.59	1926.56		1478.89	1743.74	1371.21	1136.09
DNAJC17	6	6	6617.92	6217.54	7537.83	5912.89	6871.19	4864.53	5026.1	5331.91	6968.83	7935.3	6742.1	7613.8	7903.78	7556.42	7119.71	7850.38
DNAJC19	5	5	4662.5	6787.65	4538.1	6491.39	10224.1	7226.26	8149.34	9431.33	15332.1	9751.01		6566.25	7088.52	6118.85	5701.83	6334.54
DNAJC2	10	10	8924.67	8440.24	8370.36	9127.25	6571.06	6415.04	6938.06	7091.73	5877.48	5357.5	5682.98	5828.43	5581.64	6321.13	5822.75	7131.12
DNAJC21	5	5	3346.76	2556.87	3115.89	2006.53	2388.76	2197.21	2482.98	2271.44	2265.57	2822.22	2268.34	3196.49	2367.68	2140.76	1563.61	2549.29
DNAJC25	2	2	646.161	751.89	1198.8	838.819					610.728	1050.77	1107.71	993.07	961.38	821.896	864.965	1038.14
DNAJC3	14	14	14981.2	14542.1	18394.9	15260.6	10872.3	11275.3	11005.3	11245.2	20773.1	20457	17065	19535.2	15983.9	15537.2	18680.6	15155.7
DNAJC30	4	4	3094.38	3227.27	3458.85	2492.72	7651.8	1427.5	4695.65	3666.09	4526.38	3663.9	5602.53	6697.21	6990.84	2462.66	4508.35	5208.71
DNAJC5	6	6	1565.89	1652.76	3091.3	1757.05					4150.48	6087.27	5574.73	4060.95	3024.4	3239.95	3248.23	3067.11
DNAJC7	18	18	8024.18	7724.03	8064.72	9079.61	11180	11897	11229.2	11066.2	8676.88	9225.68	7537.8	9240.93	8478.1	9364.55	9594.23	9328.95
DNAJC8	14	14	13344.4	12977.6	19112.9	13937.9	15724.3	18220.1	16125.7	17442.5	22094.5	19966.9	22528.6	21146.2	17646.2	19216.1	16842.5	17928.4
DNAJC9	9	9	6076.98	5057.13	6465.77	6303.3	12013.8	14325.6	12406.3	11983	12002.8	12316.6	10522.3	11719.9	7631.06	7890.11	9193.29	8471.81
DNASE1	1	1						908.142	988.011		3883.11		4180.62			3682.06		
DNASE1L1	1	1	2142.7		2417.61	1441.16					718.692				957.192	551.414	374.672	
DNASE1L2	1	1	1843.98	1371.7	1800.66	1455.85			2644.66	2148.29				2798.35	8042.21			
DNASE2	3	3	11291.8	11870	8137.13	12735.9	9954.32	10406.6	9460.32	12482.3	24899.3	16957.9	10793.4	32420.2	15993.4	7765.95	10078.9	17734.4
DNLZ	2	2	1028.02	1059.01	1944.93	1501.26	1694.41	845.369	1024.61	962.771	932.102	767.811	861.199	677.212	1473.94	1168.4	1117.85	1097.83
DNM1	11	11	13989.4	15045.4	15093.9	16108.4	10794.3	9070.03	9196.5	8366.01	3992.16	5148.92	4932.3	5791.05	1659.48	1702.25	1803.81	
DNM1L	22	22	46892.6	45711	49047.1	49706.8	45013.2	41667.2	41060.7	41374	56168.7	56037.8	55846.4	57407.5	52381.8	49883	52583.9	57282.4
DNM2	17	17	16679.7	16714.5	20836.5	18211.3	12313.6	11442.9	11968	13266.7	31841.5	36506.9	31815.4	31780.4	30153.9	30998.3	32029.4	31393.7
DNM3	2	2	19424.6	26988.4	20773	29628.4		15127.2		15306		27301.4	25582.8	49140.9	61525.5	24843.6		30131.9
DNMBP	12	12	2534.91	1920.31	2039.97	2016.06	3358.97	3566.8	2971.46	3640.53	1909.46	1509.67	1097.96	1665.73	1098.98	771.907	1261.63	1478.94
DNMT1	26	26	7379.37	5144.57	6530.87	7900.76	15339.5	14560.9	14592.6	14155	10797.2	10900.5	9113.27	9894.63	13124.4	15335.7	14233.4	14023.3
DNMT3A	1	1		586.879	797.068	1091.59					1894.52	1954.87	1805.67			1590.42	1438.3	1286.52
DNPEP	5	5	2537.71	3047.94	3748.4	5476.9	3915.72	4377.94	2934.83	3455.75	3531.65	5239.28	4174.76	5063.34	1582.07	2719.19	2817.77	2947.83
DNPH1	2	2	3034.78	6094.19	7348.02	6042.71		3073.31	1743.46		14932.1	23886.6	17356.7	14392.7	12047.3	14441.5	14529.7	9861.44
DNTTIP1	2	2	1242.12	1244.44	990.568	1248.77	2051.95	1512.47	1321.43	1032.3	1512.22	1271.06	1101.13	1673.03	1162.6	1415.06	1225.41	1004.53
DNTTIP2	18	18	4517.99	3675.41	4351.35	4181.09	5127.26	3899.33	4957.78	4069.68	3822.5	3887.96	3049.25	3651.38	3939.57	4020.55	4121.91	4231.51
DOCK1	15	15	5826.93	6343.67	6213.29	5581.85	5491.75	4074.66	4143.68	4303.78	3398.8	3368.74	3156.75	3240.75	3526.7	2950.02	2980.42	3445.64
DOCK10	46	46	4708.65	4077.22	4810.18	4215.91	2225.74	2658.37	2923.68	3103.64	16300.4	17520.7	15618.3	15974.3	20616.7	21801.5	23035.1	23661
DOCK11	28	28	2351.81	1580.01	2169.61	1855.84		1147.09			5749.34	6672.72	5983.9	6620.19	4518.16	5182.28	5184.54	5354.59
DOCK2	37	37						1194.77	471.197	844.285	26228.1	25838.3	26816.2	25929.5	20308.2	20536.5	21655.6	22841
DOCK4	22	22	2674.81	1887.39	1807.32	2747.28					4738.42	5540.85	5388.1	4977.64	4978.22	5722.62	5751.57	5681.26
DOCK5	26	26	5712.45	5423.79	5783.99	6104.54	6328.94	4803.03	4622.77	4859.7	3732.25	3484.51	2730.78	2876.38	6562.23	5002.17	6141.62	6022.34
DOCK6	11	11	2729.2	2411.88	2843.93	2507.35	2033.08	1817.02	1739.84	1642.42	1130.1		1616.15					
DOCK7	29	29	11977.4	10462.3	12214.3	11307	12760.1	10191.3	10277.1	9222.46	6575.75	6315.07	6686.76	5957.88	4845.98	4332.72	5643.7	5542.55
DOCK8	35	35			6148.52	4800.23					8539.38	9202.68	7585.37	9448.19	8326.62	9403.55	8782.45	9041.31
DOCK9	6	6	1638.7	1668.92	2086.48	2213.62	3217.04	3348.63	2018.93	2988.99								
DOHH	4	4	6306.05	5965.83	6079.21	6572.2	5310.68	6447.59	6000.37	7639.96	6131.1	8101.4	5884.84	5085.63	7031.28	6368.97	6304.94	5742.2
DOK1	3	3			2150.97	2286.2						2760.11	1945.42			2350.33	2317.71	1908.63
DOK2	8	8									8123.43	7368.53	8165.27	8449.84	6600.57	6985.98	7274.38	8482.68
DOK3	8	8									19564	19613	16601.2	19361.1	31890.5	27886.9	29675.1	37460.9
DOLK	1	1	4402.19	3915.57	4464.44	4270.9	2475.72	2933.73	2491.49	1277.53	3299.8	3035.21	3407.55	3135.04	2826.58	2037.56	2296.05	2315.23
DOP1A	1	1	1412.94	863.787	950.504	1184.08	951.853				789.316	722.105	422.609	423.036	1106.68	439.921	624.547	927.218
DOP1B	36	36	2702.46	2747.95	2683.84	3189.49	2219.4	2791.95	2383.49	1197.14	8105.47	8106.54	6996.17	7291.02	6589.73	6776.48	8076.55	7439.51
DPAGT1	1	1	747.743	1237.23	1875.44	987.919		870.877		499.972	1801.96	2233.85	1400.81	1872.01	1043.63	1062.63	2595.05	1512.8
DPCD	5	5	5492.21	3392.24	2836.53	4652.65	2723.2	2546.61	1870.84	2162.28	1751.87	1570.26		1906.04	2257.1	2577.24	2677.73	2742.3
DPF2	5	5	6135.78	4900.97	5313.95	5494.73	8307.73	7178.69	7395.65	6826.56	5838.16	4341.54	4524.79	5346.81	4876.68	4391.7	4589.31	4699.72
DPF3	2	2	1470.69	1361.86	1267.18	1378.56	756.5	836.569	1017.42	1337.93								
DPH1	1	1													1325.47		1361.57	1898.36
DPH2	3	3	2044.59	2503.17	2960.7	2141.54	1599.01	1589.78		1949.74	2411.54	2086.33	2508.14	2236.62	2786.95	2402.7	2084.04	2460.86
DPH5	6	6	4572.85	4437.76	4248.66	3791.38	3902.79	3442.28	2929.9	3214.21	4163.81	3291.24	3278.58	3574.65	3081.94	3298.92	3943.29	3807.13
DPH6	1	1										635.316	563.576				363.293	
DPM1	10	10	17180.8	17832.4	21579.6	19429.3	23500.3	22390.1	19844.2	19127.8	19315.6	21062	17856.3	19457.2	20044.9	16738.9	20223.8	19963.4
DPM3	1	1	7013.73	7434.05	7246	8746.02	8197.55	9449.09	8050.82	10150.1	9099.98	9173.5	6420.21	7573.75	6779.12	7929.28	10827.3	6895.11
DPP3	24	24	16454.5	16806.6	16128.2	15907.8	20753.5	18928.7	16539.1	15362.6	29983.2	32429.2	30463.8	30174.2	33070.7	34785.2	40139.1	37725.8
DPP4	13	13	3342.79	2833.88	2706.89	2006.99					10564.9	8396.26	7922.67	14730.8	8165.59	3853.58	4640.38	6125.18
DPP7	11	11	4354.07	3450.24	4891.66	3712.5	6165.85	4491.72	5504.61	5678.17	67127.5	55857.8	49990.8	81234.3	46823.2	31375.7	34041.5	33244.8
DPP8	3	3		1477.26	1392.45	1116.62					1609.34	1512.15	1706.8		1964.34	1360.1	1925.92	
DPP9	18	18	6168.54	6507.2	8594.46	7346.58	6229.83	5829.92	4959.67	4784.02	13874.7	15368.3	12861.5	11680.1	12076.5	12961.9	12738.2	12166.9
DPY19L1	3	3	1454.65	1544.79	3226.07	1368.33		913.147		1082.36	2254.05	3299.18	3145.31	2041.47	2014.17	2359.85	2093.86	2304.45
DPY19L3	2	2	3379.06	3584.19	5920.09	3640.32		913.403			2575.82	2923.27	3681.8	4548.05	1820.76	1811.77	1537.5	1759.75
DPY19L4	2	2	2905.8	2973.91	2191.64	2491.02						1980.8					953.544	
DPY30	3	3	9952.52	12129.3	10081.9	9293.4	23660.5	10830.5	10545.3	6530.43	18585.9	20535.5	14871.7	15233.1	13601.9	17342.2	17490.6	15699.1
DPYD	14	14		8057.11	7896.88	6730.97	11824.8	9899.98	12370.7	8571.5	10061.3	6208.87	7487.33	12446.2	18078.9	14242.3	16230.4	16266
DPYSL2	15	15	156598	194715	208274	243170	28055.4	43309.5	32704.9	26642.4	107514	174405	138805	123893	143026	190222	178193	156494
DPYSL3	12	12	120103	142544	155966	182953	379756	374948	404339	370625			5691.4		1825.03			3895.62
DPYSL4	9	9	45462.8	45885.6	61790.1	40006	43471.3	26072.2	50119.8	41862.1	32941.2	23918.8	32963.7	29308.6	28017.4	22209.9	28535.9	27018.3
DR1	3	3	27508.1	25990.8	22406.5	28129.1	43542	34445.8	32741.5	31687.3	20126	27481.8	24700.2	27246.7	24473.1	22629	23089	26266.2
DRAM2	1	1									1973.98	3256.27	3022.33	2256.57	975.28	1083.93	1104.4	686.724
DRAP1	3	3	3225.44	2474.87	3464.75	2888.5	2709.61	3516.63	2507.81	2114.68	2564.8	3045.67	1927.34	2147.46	2015.85	2482.39	2127.3	1965.21
DRG1	13	13	23694.1	24387.8	24662.8	23657.6	24055.1	24081.4	21762.7	18438	23135.7	22918	20934.3	23966.2	22720.6	27822.4	27260.6	24756.3
DRG2	8	8	26049.1	24678.9	22494.8	23822.4	18589.8	21404.7	17379.9	15022.8	19609.5	16304	21865.2	17801	15559.8	15798.4	17449.2	19414.2
DROSHA	1	1			1105.56							1139.18	1253.05			1283.1		
DSC1	11	11	46451.8	36733.7	104603	22401.3	43686.9	35104.5	48172	41370.1	80513.4	138122	149443	120324	99657.4	46350.2	58031.3	92493.9
DSC3	7	7	3480.96	2284.48	5535.72	1871.48	3167.66	1860.4	2642.07	3434.77	5959.11	6582.43	7950.03	6438.69	7593.4	2469.69	3626.05	5101.43
DSCC1	2	2	716.797	420.228	456.692	644.702	1474.17	1817.86	1872.29	1453.97	2236.69	2759.82	1885.46		1516.04	1461.84	1217.54	
DSE	3	3	2854.53	2734.81	3427.4	3006.52		1374.11							1406.52	1150.21	1684.38	1725.5
DSG1	17	17	23118.3	15473.3	30528.9	12469.7	35216.7	18094.8	34055.4	29423.6	45064.4	54115.1	58856.1	49462.6	56098.3	17371.6	20197.4	46556.3
DSG2	8	8	10257.8	10744.3	11188.2	16817.3	9130.98	7149.06	7526.86	7202.27			1359.62					
DSG3	2	2	2892.51	2508.67	5128.61						3086.77	3129.83	5190.82	4903.95	5473.88	3215.98	2516.45	3140.7
DSG4	3	3	2050.17	1322.79	5002.12		4059.37	2199.21	4165.59	2611.32	4047.84	3902.71	3245.38	6328.71	2745.59	1307.93	1513.66	4225.48
DSN1	1	1	2075.72	1365.23	2456.02	2120.32	2849.86	4423.25	5637.51	3167.62	3152.14	3681.63	2906.47	2994.73		1797.53	2450.5	
DSP	135	135	251495	255601	340720	242853	151448	101803	178315	142532	211513	220935	318927	230299	274791	76731.9	111456	214674
DST	115	115	6687.44	6375.29	7222.43	7154.44	8137.24	6538.16	6809.21	7129.9		1910.77			1686.82	1413.28	1368.69	
DSTN	2	2	99263.1	109662	127191	105800	55956.7	45149.3	31709	32440.1	40188	42495.8	53401.7	34053.1	40803.9	40550.5	44923.8	52443.4
DSTYK	2	2	1607.79	1690.02	1655.36	1449.48		874.084	764.073	985.208	822.602	1008.24	1440.45	1311.55		342.636	725.381	
DTD1	4	4	5404.02	5370.41	6076.24	5651.22	7845.51	5726.81	4965.05	5280.79	5114.63	3107.4	3756.06	4324.11	5164.44	2019.78	2896.43	3558.81
DTNA	1	1		882.505	1006.32	833.71	975.824			926.994	1783.86	1638.96	1693.84	1169.99	601.179	573.954	807.706	
DTNBP1	3	3	2390.97	2764.26	2655.62	2957.5	2613.06	2371.04	2423.76	3040.31	4208.83	4918.93	4131.81	4307	3451.47	3218.57	3688.46	3256.57
DTX2	1	1						207.569			200.507	419.997				507.663		
DTX3L	15	15	4871.69	4824.83	5019.74	5162.77	2803.77	2762.9	2776.87	2544.9	6964.29	8012.84	6379.54	7557.44	5796.24	7000.56	6433.43	6595.11
DTYMK	9	9	17597.9	17700.9	18566.1	21225.9	29319.2	31599.2	23308.4	26142.4	29731.7	34010.2	24915.4	26743.6	23661.8	31021.5	32459.4	24177.5
DUS2	4	4	2736.09	2505.77	2483.68	2230.21	3701.27	3577.2	2384.11	3400.1	2219.36	1839.48	1273.95	1942.23	1936.57	2012.76	2263.02	2249.74
DUS3L	1	1	1754.11	1327.35	1100.21	2185.05	1735.35	2338.82	2457.06	2013.6	2540.98	4577.03	2443.46	2342.3	2536.26	4005.44	3949.79	3329
DUSP11	2	2	869.852	1015.81	1353.34	1039.49					1309.45	1216.87		1429.86	1284.15	1016.3	1162.44	1343.54
DUSP12	4	4	4842.08	4263.33	4918.07	4813.9	5621.37	5678.27	6332.57	5168.47	4342.71	4779.03	3175.84	5113.71	4246.56	3720.54	3922.81	3825.19
DUSP22	2	2	840.614	1234.88	1045.63	1343.06					3762.86	3790.7	3181.96	3483.31	1196.96	1674.41	1118.2	1022.24
DUSP23	8	8	5367.96	6840.63	5174.9	5691.82		3976.58		4344.39	13647.1	14494.7	10259.6	11681.8	11314.2	13877.3	15739	12335.1
DUSP3	6	6	14857.3	17425.5	24696.2	19134.6	12688	8864.03	8566.52	5988.49	70987.4	110835	98984.6	76802.3	34529.7	36521.6	41212.4	39216.1
DUT	7	7	5545.52	4053.76	6677.02	4217.16	4935.31	6030.4	4719.99	4690.67	7804.32	7852.32	7394.99	6125.38	5263.48	4917.23	4436.06	5884.8
DVL2	7	7	4007.99	3190.68	3305.58	2810.34	2720.05	1611.36				2189.16	4516.85					
DYM	3	3	4309.93	4923.86	4140.8	4523.12	2638.19	2200.58	2094.28	1148.59	2546.29	2570.58	2142.51	2249.02	1687.19	2035.78	2025.64	2406.84
DYNC1H1	154	154	114945	127301	127873	134120	63939.5	64978.2	57957.7	57293.6	67658.3	70988.9	68388.5	68238	48774.7	52002.4	56251	56919.6
DYNC1I1	6	6	5453.14	5142.41	5757.17	6337.13			1536.39									
DYNC1I2	15	15	23492.7	23889.8	28482.6	24177.2	19472.8	15186.1	14230.2	14274.6	19649.9	17628	17524.2	17370	16555.2	16685.9	16646.9	18242
