Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-A3_1_12089.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-B3_1_12090.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-C3_1_12091.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-D3_1_12092.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-E3_1_12093.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-F3_1_12094.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-G3_1_12095.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-H3_1_12096.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-A7_1_12097.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-B7_1_12098.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-C7_1_12099.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-D7_1_12100.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-E7_1_12101.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-F7_1_12102.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-G7_1_12103.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-H7_1_12104.d
P0CX41;P0CX42	RL23A_YEAST;RL23B_YEAST	RPL23A;RPL23B	Large ribosomal subunit protein uL14A	3	0	7001.19	9432.09	6397.91	8196.87	6919.18	6017.42	6709.99	7255.4	3758.31	4365.55	4446.23	4070.54	4481.83	4568.28	3739.71	4316.45
P0CX43;P0CX44	RL1A_YEAST;RL1B_YEAST	RPL1A;RPL1B	Large ribosomal subunit protein uL1A	8	0	4587.95	5569.56	4570.66	5007.46	5096.74	4058.53	4120.15	4168.48	1985.09	2533.09	2751.3	2439.55	2722.27	2272.63	2834.81	2514.35
P0CX45;P0CX46	RL2A_YEAST;RL2B_YEAST	RPL2A;RPL2B	Large ribosomal subunit protein uL2A	6	0	10675	9032.78	9958.51	9160.2	10137.6	10680.7	9427.37	10093.5	4974.23	5466.43	4745.66	4816.86	4806.69	4387.84	5067.77	4930.75
P0CX47;P0CX48	RS11A_YEAST;RS11B_YEAST	RPS11A;RPS11B	Small ribosomal subunit protein uS17A	8	0	25671.2	25133.3	23315.7	27087.5	26185.7	25307.9	24690.9	26969.4	12318	12628.8	12257.5	12602.9	13018.5	13275.6	12619.9	12539.5
P0CX49;P0CX50	RL18A_YEAST;RL18B_YEAST	RPL18A;RPL18B	Large ribosomal subunit protein eL18A	6	0	9991.47	7552.73	8497.09	8203.36	8989.54	9084.6	9006.35	8455.87	4379.43	4497.08	4225.02	3372.59	3312.58	3837.6	3759.23	4345.68
P0CX51;P0CX52	RS16A_YEAST;RS16B_YEAST	RPS16A;RPS16B	Small ribosomal subunit protein uS9A	7	0	11364.9	12538.6	12263.3	10910.9	12654.5	11789.8	11399.9	13983.3	5768.6	5867.13	5825.7	6607.55	5845.43	6225.81	5587.57	6460.53
P0CX53;P0CX54	RL12A_YEAST;RL12B_YEAST	RPL12A;RPL12B	Large ribosomal subunit protein uL11A	4	0	5421.28	5337.8	5222.51	5414	5701.14	4852.6	5384.79	5805.02	3062.86	2802.75	2283.5	2440.13	2517.95	2621.09	3170.54	2891.79
P0CX55;P0CX56	RS18A_YEAST;RS18B_YEAST	RPS18A;RPS18B	Small ribosomal subunit protein uS13A	7	0	10281.2	9947.47	9788.68	10565.1	9955.45	10008.3	10061.6	10379.6	5186.54	5161.27	5320.49	5447.83	4965.06	5693.55	5454.05	5719.12
P0CX82;P0CX83	RL19A_YEAST;RL19B_YEAST	RPL19A;RPL19B	Large ribosomal subunit protein eL19A	4	0	14924.4	13707.2	15285.6	14537.3	18793.8	15113.2	17339	17631.5	7814.32	7198.89	8544.33	8186.33	8501.55	8046.2	8147.66	7849.79
P0CX84;P0CX85	RL35A_YEAST;RL35B_YEAST	RPL35A;RPL35B	Large ribosomal subunit protein uL29A	7	0	20212.9	20918.8	22711.1	19871.3	21706.1	21425.8	19508.3	19416.7	10426	9972.95	10764.7	10105.2	9185.94	9296.6	10560.2	9863.76
P0DMM9;P0DMN0;P50225	ST1A1_HUMAN;ST1A3_HUMAN;ST1A4_HUMAN	SULT1A1;SULT1A3;SULT1A4	Sulfotransferase 1A3	1	0		734.989		427.193			693.43				286.29	750.277				705.733
P0DMU9;P0DMV1;P0DMV2;Q5DJT8	CT452_HUMAN;CT458_HUMAN;CT459_HUMAN;CT45A_HUMAN	CT45A10;CT45A2;CT45A8;CT45A9	Cancer/testis antigen family 45 member A10	2	0	2832.04	2067.07	2097.12	2405.54	1753.07		2130.79	1946	2744.19	2262.16	1862.74	2241.46				1947.85
P0DMV8;P0DMV9	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	25	0	41138.4	42293.7	40023.3	43232.5	42033.8	39815.3	40108.1	39868.5	40581.4	39410.1	40847	38900.5	42058.6	37029.2	41190	37995.4
P0DP23;P0DP24;P0DP25	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	6	0	35336.4	42079.2	33969.7	35727.9	36224.5	33089.7	34001.2	34786.2	38181	35580.1	36070.3	34107.2	38671.8	36012.5	34329.3	35657
P0DPB6	RPAC2_HUMAN	POLR1D	DNA-directed RNA polymerases I and III subunit RPAC2	1	1		1472.25	1438.22	1098.41	1029.93	1036.3	833.192	987.238	1076.87	1813.06	1760.48	1473.04	1051.01	1541.15	953.674	1148.23
P0DPI2	GAL3A_HUMAN	GATD3	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	3	3	3121.87	2539.55	2943.53	3940.86	3589.59	2882.61	3811.45	3663.35	2735.12	3703.42	2942.91	3379.46	2720.35	3124.78	3045.9	3336.9
P0DTT0	BIPA_ECOLI	bipA	Large ribosomal subunit assembly factor BipA	2	2		1005.78								2485.59		1207.73		1745.24	2472.98	2719.39
P10080	SSBP1_YEAST	SBP1	Single-stranded nucleic acid-binding protein	5	5	5485.46	6270.83	5039.33	5412.89	5489.87	6101.65	4962.79	5117.69	3505.2	3416.25	3611.27	2355.61	3534.85	3285.4	2779.22	2739.5
P10081	IF4A_YEAST	TIF1	ATP-dependent RNA helicase eIF4A	7	6	7050.43	8233.7	7175.94	7671.73	7963.76	7867.8	7434.7	6859.8	4182.19	4218.35	4114.49	3897.03	4886.79	4353.96	4221.26	4253.22
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	5	5	395.9	470.289	627.036	695.799	768.537	707.391		656.49	1077.52	1069.43	1243.9	1143.5	1120.16	1380.7	1318.57	1582.53
P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	6	6	1166.9	1608.22	1160.06	1217.89	1488.01	1118.04	1349.64	1244.36	789.85	1141.94	1476.71	1343.72	1590.32	1162.8	1456.26	1148.74
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	1	1									1232.96	861.016	735.729		834.074	1228.09		634.528
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	2	2									638.393			513.746		559.71		
P10412;P16402;P16403	H12_HUMAN;H13_HUMAN;H14_HUMAN	H1-2;H1-3;H1-4	Histone H1.4	4	0	8818.96	6667.44	9413.73	9127.98	8419.96	8339.56	8333.15	8679.17	10001.6	9094.64	9118.29	9379.67	9660.57	10086.1	10074.8	8479.31
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	9	9	4687.52	4001.56	4424.8	4829.49	4841.8	4856.84	4755.93	4873.06	4712.92	4243.28	5043.51	4879.17	3885.3	3956.58	4371.24	4838.34
P10591	HSP71_YEAST	SSA1	Heat shock protein SSA1	5	5	20148.5	25514.1	18696.7	23604	19994.8	17905.6	19087.6	19841.2	10344.6	10618.8	10576.8	10585	12171.5	10144.1	9131.45	10014.1
P10592	HSP72_YEAST	SSA2	Heat shock protein SSA2	19	6	35597.4	37544.1	36638.8	37465.4	37214.6	35558.7	36556.8	36774.8	17798.9	18100.7	17625.1	16732.6	16738.1	17087.4	16757.6	17068.8
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	4	4	8191.26	9489	6827.63	6918.78	7671.34	7433.47	7461.98	7476.92	9784.5	7414.36	8292.22	8428.83	7524.86	8119.71	6987.43	8565.39
P10622	RLA3_YEAST	RPP1B	Large ribosomal subunit protein P1B	1	1	3880.84	6972.54	3819.57	6121.52	5518.2	5468.68	6033.46	6637.78	2262.52	2980.27	3776.7	1444.68	4117.01	2707.83	2661.14	2516.96
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	1	0													1038.12			
P10659	METK1_YEAST	SAM1	S-adenosylmethionine synthase 1	3	3	3016.25	2399.1	3111.75	2651.66	2892.24	3147.82	2392.02	3099.91	1464.74	1417.68	1882.03	1289.63	1556.9	1528.31	1152.63	1404.81
P10664	RL4A_YEAST	RPL4A	Large ribosomal subunit protein uL4A	9	1	16357.1	20881.3	18263.4	19740.2	18659.1	19004.3	17641	18540.5	7879.31	9116.99	9389.64	8586.35	9509.87	9534.81	9150.44	8411.55
P10746	HEM4_HUMAN	UROS	Uroporphyrinogen-III synthase	1	1		400.173		821.315	433.74		513.396		465.387				433.017		405.754	
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	5	5	6528.99	6769.22	7115.72	7281.09	7574.01	7761.44	6546.39	6111.11	7900.45	7250.1	6216.4	7603.15	6688.53	7881.15	5865.42	7741.17
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	32	31	32523.6	35356.1	32378.5	35901.1	36943.8	33674.8	34117.3	35354.2	36721.4	34924.8	36792.3	33068.6	36465.3	34615.2	33853.5	35139.5
P10964	RPA1_YEAST	RPA190	DNA-directed RNA polymerase I subunit RPA190	1	1			331.795		498.983	658.773							376.453			
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	27	23	51624.9	52888.3	55139.1	52593.1	51842.7	50285	49923.2	54159.6	51068.9	47763.5	49605.4	44367.3	47184.1	46578.8	45363.3	47525.2
P11076;P19146	ARF1_YEAST;ARF2_YEAST	ARF1;ARF2	ADP-ribosylation factor 1	2	0	1463.54	2154.72	1399.56	2561.85	1776.32	1901.9	1775.89	1704.38	1302.58	768.213	811.539	1342.85	966.796		954.105	1030.77
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	29	19	76425.6	77628.1	74458.5	77483.2	75941.6	72915.1	72497.4	74536	77612.3	73912.6	77029.9	74428.7	77410	77155.2	75802.1	74955.3
P11154	PYC1_YEAST	PYC1	Pyruvate carboxylase 1	7	2	2112.45	2023.69	1767.02	2278.16	2772.22	2452.06	2585.94	1835.71	1251.48	1084.39		888.9	1396.59	1080.49	967.24	1416.11
P11171	EPB41_HUMAN	EPB41	Protein 4.1	6	5	5756.25	5188.65	5920.33	4988.1	5275.37	5322.65	4188.84	5475	5193.48	4987.63	5550.24	4802.06	4880.51	6327.04	5336.48	4780.41
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	5	5	2338.45	2059.52	1443.08	1430.67	1653.08	1493.27	1538.54	1801.08	1338.35	1854.99	2251.06	1622.97	1624	1682.33	1729.77	1747.64
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	1	1	961.421		610.205	1529.36		1183.84	1051.55	1132.5		882.082		1610.95	902.184	837.074	753.358	601.473
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	10	10	3256.31	2756.54	2607.28	2979	3199.6	2821.01	2620.4	2860.66	2453.88	2965.04	2936.31	2502.88	2430.66	2747.33	2766.7	2546.62
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	5	4	1961.99	2577.67	2016.94	2264.22	1423.22	2198.07	1545.35	2206.93	2172.41	2082.8	2565.65	2219.66	2050.55	1697.03	2145.72	1553.25
P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha	1	0				1459.57				1761.33								923.117
P11412	G6PD_YEAST	ZWF1	Glucose-6-phosphate 1-dehydrogenase	3	3	2209.78	2310.64	2381.86	1722.29	1836.93	1878.11	2003.48	1880.18	903.727			1541		905.769	1570.08	
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	9	9	4452.46	3696	3705.24	4094.7	5098.67	4166.42	4279.16	4506.5	4911.38	4132.91	4410.08	5175.64	4874.78	4441.89	5291.08	4685
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	2	2	2662	2433.28	3150.73	2336.01	2625.84	2501.93	3044.65	3086.54	2655.17	2966.67	2218.49	2799.32	2867.7	2665.65	3173.9	2972.12
P11484;P40150	SSB1_YEAST;SSB2_YEAST	SSB1;SSB2	Ribosome-associated molecular chaperone SSB1	18	0	20694.2	19932.7	19864.5	19958.9	20397.9	21364.8	18842.9	20475.4	10074.9	9789.32	10137.6	10496.5	9226.39	10639	9457.38	10033.6
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	23	23	3212.18	2931.3	3150.77	2912.64	3026.48	2890.57	3124.33	3027.94	3062.32	2989.5	2921.93	2717.84	3041.81	2768.3	3055.24	2985.81
P11632	NHP6A_YEAST	NHP6A	Non-histone chromosomal protein 6A	1	1	2096.31		1783.48	1677.38	1577.68	977.709	1706.63	1723.72			1499.41		1105.11	1185.95		1849.18
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	3	3	794.305	548.584	815.893	1298.71		928.268	660.704	753.884	916.655	521.478	996.091	1030.38	886.659	738.822	995.066	842.532
P11745	RNA1_YEAST	RNA1	Ran GTPase-activating protein 1	1	1		1068.23		889.986	1704.79		889.45							517.985		663.833
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	5	5	6008.78	6728.46	6162.51	7806.12	6609.61	5116.91	5227.4	5655.6	5900.96	6450.81	6916.03	5611.33	7036.36	7249.41	6353.44	7111.36
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	13	4	13500.9	11146.7	12283	11731.5	11881.2	11882.3	11192.4	13013.8	13419.1	12674.7	13663.3	12803.6	12829.5	12276.4	13767.5	12304.5
P12004	PCNA_HUMAN	PCNA	DNA sliding clamp PCNA	12	12	12643.5	12704.9	11973.9	13082.5	12929.7	13107.3	12914.9	12137.7	13281.8	12887.5	13961	13860.7	14315.1	14387.2	13440.8	13400.8
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	1	1			790.963	852.372	1181.96	1068.67	1199.96	920.435				1219.85				
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	1	1	4665.37	5328.66	5698.97	5073.45	5246.87	5662	5495.81	4774.37	5873.82	5501.01	5761.08	6145.18	4555.11	5421.12	5839.55	4524.16
P12259	FA5_HUMAN	F5	Coagulation factor V	1	1	1216.61		1421.26		1785.64	1241.87				1210.68	1208.94		963.26	986.761	1457.62	1003.54
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	17	15	9121.99	8696	7947.2	8013.15	8395.79	8716.13	8285.81	7734.51	8697.38	7551.5	7892.21	6984.3	8166.91	7624.98	7527	7786.66
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	30	30	3606.24	3577.58	3856.42	3937.54	3624.54	3822.64	3940.42	3828.05	3645.19	3366.1	3883.77	3617.4	3695.57	3831.69	3548.35	3566.77
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	12	11	11867	11551.8	11918	11183.6	11277.7	10940.6	10826.6	11782.1	11602.9	12599.7	12741.6	12529.9	12177.4	12563.1	11773	11498.5
P12385	ERF1_YEAST	SUP45	Eukaryotic peptide chain release factor subunit 1	3	3	714.488	1260.05	987.839	584.757	1147.39	710.408	1147.1	764.007		925.745	465.456				559.222	
P12695	ODP2_YEAST	LAT1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	5	5	2668.92	2798.25	2845.17	3071.6	2415.87	2702.73	3017.42	2349.43	1891.85	1256.98			1506.6	1958.81	1441.22	
P12709	G6PI_YEAST	PGI1	Glucose-6-phosphate isomerase	16	16	28318.1	28108.7	25393	27182.9	26493.1	25524	24728.8	27223.2	15189.1	14492.5	13987.9	13078.8	13870.5	13249.6	12955.4	12855.2
P12758	UDP_ECOLI	udp	Uridine phosphorylase	6	6	3865.86	3848.19	3914.63	3519.45	3774.37	3415.3	3279.63	2900.22	11067	11818.2	13025.8	13821.2	13633.3	14487	14151.8	12332
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	3	3	2046.16	2199.67	2024.1	1655.49	2392.51	1959.26	2513.22	2121.53	2561.56	2466.05	2278.39	2481.89	1668.65	1417.48	2330.35	2554.89
P12829	MYL4_HUMAN	MYL4	Myosin light chain 4	10	8	5307.22	5190.75	4618.51	4322.61	4508.72	4994.61	4552.48	4473.9	5393.06	5623.43	5823.91	4969.87	5836.1	5572.02	4460.44	4618.05
P12956	XRCC6_HUMAN	XRCC6	DNA repair protein Ku70	19	19	7372.5	7623.73	7753.54	8348.08	8363.3	7637.77	7549.84	8106.22	7643.61	6980.65	8048.92	7415.82	8059.54	8146.07	8573.53	7895.67
P13010	XRCC5_HUMAN	XRCC5	DNA repair protein Ku80	9	9	7992.66	8500.25	8833.75	8532.77	8158.31	8130.2	8536.07	8947.3	9237.04	8105.47	9613.29	9789.36	9426.9	8551.4	9695.36	9909.83
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	1	1		265.421								389.77		334.11				254.477
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	7	7	7874.57	8751.76	8563.39	8203.65	8181.27	8690.43	6396.39	8127.18	8257.74	8102.08	9645.44	9010.72	8617.75	7492.05	9197.98	8228.05
P13188	SYQ_YEAST	GLN4	Glutamine--tRNA ligase	3	3	984.535	999.123	757.713	783.862	830.72	1208.94	1190.9	1287.07	625.748		551.555	387.949	305.918	395.176	423.944	464.777
P13298	PYRE_YEAST	URA5	Orotate phosphoribosyltransferase 1	1	1	1182.14	646.779	1400.6	556.974	699.053	1404.48	993.587	726.267	508.412		651.733	465.229	877.294	772.363	736.865	
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	1	1	1532.57	1416.8	2677.27	1675.51	1495.56	2640.24	1374.6	1563.12		1740.72	1408.41		337.305			497.126
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	8	8	3982.28	3023.87	3204.72	2884.55	3287.43	3571.83	3260.98	3458.12	3185.45	3250.83	3258.92	3359.05	3419.59	3480.74	3365.86	3607.34
P13639	EF2_HUMAN	EEF2	Elongation factor 2	40	37	40207.2	43455.8	40750.6	43056.2	42164	42570.2	40871.8	41344.8	41289.3	42026.7	42785.3	41151.2	42448.4	42883.2	42597.2	43075
P13663	DHAS_YEAST	HOM2	Aspartate-semialdehyde dehydrogenase	5	5	5362.6	6404.24	4696.14	6179.68	3758.75	6120.06	5256.64	5839.6	3094.83	2351.78	3453.25	2830.42	2900.31	3314	4342.9	2636.79
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	21	21	3779.38	3493.17	4110.59	3620.13	3954.54	3778.03	3194.56	3431.4	3756.28	3751.29	4139.57	3643.63	3838.74	4138.27	3578.83	3802.89
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	6	6	2552.28	2850.98	2431.72	3046.02	3067.64	3264.6	3420.65	2915.86	2609.8	3127.19	3060.02	2330.27	2898.89	2647.92	2774.23	2663.83
P13796	PLSL_HUMAN	LCP1	Plastin-2	16	12	3496.76	4646.25	3485.99	4441.21	4268.38	4234.67	4363.2	4410.5	3921.08	4401.25	4598.19	4472.52	4990.98	4748.09	4484.39	4255.36
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	3	3	1943.15	1587.5	1581.18	1554.28	1655.16	1549.89	1757.12	1303.23	2073.36	1107.19	1620.66	1341.69	1440.53	1564.66	1265.16	1446.7
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	11	11	5369.49	5016.94	5617.89	5461.73	5899.02	5717.03	5109.58	4875.27	5095.23	5821.55	5665.11	5239.77	5557.95	5369.27	5167.66	5664.16
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	5	5	1631.1	1502.2	1486.83	1685.73		1747.68	1680.86	1404.89	1431	1190.26	1587.82	2021	1871.15	1204.87	2331.27	1645.39
P13929	ENOB_HUMAN	ENO3	Beta-enolase	2	2	65863.3	50291.1	67830.5	51670	63558.6	66852	58709.2	54537.5		51932.5	52995.6	50807.3	50515.2	61145.5	52227.7	48570.2
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	2	2	906.888	1527.67	1357.26	1153.82	1666.12	1466.05	1711.86	1036.09		1192.99			1024.38	1111.04	1236.17	1492.31
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	1	1		2433.75			2546.1	3528.84	3361.21	2566.92		2706.28	3057.89	4258.52	3108.16	3396.37	2671.05	3066.59
P14020	DPM1_YEAST	DPM1	Dolichol-phosphate mannosyltransferase	1	1	1197.19	1435.06		1472.75	1009.06	1357.55								826.683		
P14120	RL30_YEAST	RPL30	Large ribosomal subunit protein eL30	4	4	9474.81	7719.83	9486.86	7853.54	9292.48	10429.7	8325.18	8114.21	4501.66	4201.35	4421.74	3327.54	3725.28	4119.16	4722.54	3908.43
P14126	RL3_YEAST	RPL3	Large ribosomal subunit protein uL3	14	14	19260.5	18345.5	18842.8	21222.1	18876.7	18513.3	17858.6	18902.6	9007.28	9229.71	9468.56	9286.48	9036.03	8830.35	8823.51	9405.59
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	3	3	16059.4	19697.2	18549.1	18593.3	19646.7	21541.2	20077.9	19712.3	18504.1	18643.2	22455.3	21702.4	19649.3	20260.1	22935.5	20481.3
P14175	PROV_ECOLI	proV	Glycine betaine/proline betaine transport system ATP-binding protein ProV	7	7	1914	2132.82	2035.18	1989.45	2393.4	2118.89	2367.88	2101.09	7805.18	6388.04	6802.58	6535.74	6471.7	6934.89	6328.48	5553.45
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	9	9	5259.93	5468.08	5050.81	5621.32	5152.82	4573.8	4694.06	4752.47	4472.93	5472.65	4976.69	5311.85	5439.9	5088.43	5060.1	5128.93
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	1	1				4359.35								2832.83		3389.73		1739.26
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	2	2	4963.89	3075.82	4778.46	4160.12	4325.1	4365.05	4491.14	4768.61	5725.94	5004.34	5583.64	5437.65	5280.13	6007.1	4297.78	4754
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	1	1	1778.27	1944.58	3177.09	2158.73	1517.17	1746.16	2322.51	3279.11	3235.3	1954.36	2076.95	3551.72	1457.48	2824.14	2097.58	2779.15
P14540	ALF_YEAST	FBA1	Fructose-bisphosphate aldolase	16	16	133943	134152	129792	131199	143396	121768	124692	134984	62567.1	64166.5	61326.6	57520.1	59437	60841.1	61300	58798.2
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	1	1	1571.43	1781.23	1601.19		1911.16	955.069	1754.06	1703.71			1569.52	1146.66	1180.7	947.614	1041.06	1519.78
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	23	22	14593.3	15292.8	14800.5	15133.7	15510.6	14081.3	14974.3	14645.4	16266.1	14808.7	16003.9	14766.5	15190.6	15224.9	14987.1	14947.1
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	26	21	82191	84511.4	83937.4	83703.8	89060.2	85706.8	83818	83254.3	88048.8	83297.3	84467.9	83566.5	85075.2	85153.2	81931.2	85473.9
P14635	CCNB1_HUMAN	CCNB1	G2/mitotic-specific cyclin-B1	1	1	2733.55			1625.57			2202.93	1242.23	2814.93			3201.11	1443.99	2117.58	1751.03	1895.79
P14678	RSMB_HUMAN	SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B'	6	1	5329.48	5555.78	5860.88	6545.69	6354.43	5366.87	6327.98	6544.76	5889.09	6889.65	7034.56	5488.71	7905.14	6768.4	6574.59	5144.38
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	2	2	1959.72	1003.2	1576.57	1702.81	1479.52	1134.43	1661.56	1301.94	1977.96	1526.29	1570.33	1536.39	953.097	1385.81	1419.85	1356.84
P14742	GFA1_YEAST	GFA1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	2	2	679.113	1068.32	1220.99	1399.18	924.287	1157.15	1010.35	834.628			504.774		495.417		598.423	559.207
P14832	CYPH_YEAST	CPR1	Peptidyl-prolyl cis-trans isomerase	4	4	42587.3	42950.7	38502	35744	43117.8	43218.7	40345.7	43330.6	21364.8	20972.7	20578.8	18293	18040.8	19333	18543.4	16722.3
P14854	CX6B1_HUMAN	COX6B1	Cytochrome c oxidase subunit 6B1	3	3	2523	3063.84	1475.32	3081.71	3043.04		1863.05	2586.74	2521.65	2852.02	2092.06	2339.45	3296.9	3243.79	1756.63	2407.4
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	15	14	12790.3	13473.9	13393.5	13504.5	12790.1	12076.5	11471	12378.3	12393	13067.9	13127.5	13486.8	13867.6	13521.3	12988.4	13212.8
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	17	15	6126.33	5445.03	5838.2	5506.32	6058.18	5580.72	5000.75	5072.48	5762.77	5640.08	5958.41	5392.53	5438.55	5771.48	4789.34	5342.94
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	1	1										1079.76	1623.48		1553.45			
