Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-A2_1_12107.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-B2_1_12108.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-C2_1_12109.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-D2_1_12110.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-E2_1_12111.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-F2_1_12112.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-G2_1_12113.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-H2_1_12114.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-A6_1_12115.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-B6_1_12116.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-C6_1_12117.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-D6_1_12118.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-E6_1_12119.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-F6_1_12120.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-G6_1_12121.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-H6_1_12122.d
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	4	3	22544.1	19103.8	19879.7	20615.5	22152.4	21214.6	20485.2	19940.9	19329.9	17697.8	18283.8	18950.2	22025.5	19194.1	18450.7	23852.2
P11914	MPPA_YEAST	MAS2	Mitochondrial-processing peptidase subunit alpha	1	1		5273.58	6329.03			4072.96	5585.33						3878.19			4504.4
P11938	RAP1_YEAST	RAP1	DNA-binding protein RAP1	1	1	5056.4	5414.92		5988.29	4744.82	4506.13	4614.07	2684.42				3115.56		2100.26	2167.72	1985.28
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	27	8	191498	183783	184540	186964	186249	189477	188841	191669	186838	188854	185824	185703	187625	190046	186709	190438
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	15	15	229660	224671	206983	210915	208862	205897	209600	203703	216250	211453	217326	211290	203860	207961	213981	213860
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	23	18	48233.6	42434.6	47351.7	47457.2	42771.6	44183.4	43518.6	46694.6	43977.9	44785.4	42774	42747.2	44857.4	45333.1	43805.9	46711
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	3	2	8382.97	8784.87	7730.04	9624.73	9245.47	9989.17	8915.19	10294.8	9219.46	8933.01	9003.76	9259.39	10787.9	10732.3	10403.5	10186.5
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	1	1	43719.3	45582.6	48901.3	40601.4	41386.4	45359.8	47638.5	49676.7	41445.4	50178.5	40245.3	42604.7	42009.4	41416.4	45376.6	49566.6
P12259	FA5_HUMAN	F5	Coagulation factor V	8	8	32648.2	38149.7	32247.6	33174.8	34444.5	34243.7	34565.7	33588	34317.8	36999	33486.7	31036.7	32050.4	32713.6	35791	29686.3
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	26	24	111215	108483	117629	116205	118069	117421	115024	115024	113165	115202	112140	113771	118513	111032	113881	123383
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	85	85	52822	56019.1	56242.3	53867.8	57696.6	53469.4	52360.2	57067.2	55269.1	52759.4	52969.5	53572.6	51451.1	52005.1	52172.2	53244.2
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	18	15	152733	148827	152852	155659	154256	156790	154736	163913	156298	156004	157791	152707	157751	152072	164579	160883
P12318;P31994;P31995	FCG2A_HUMAN;FCG2B_HUMAN;FCG2C_HUMAN	FCGR2A;FCGR2B;FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-a	1	0	6385.9	5231.78	9242.84	8756.12	6414.11	9462.77	7347.42	6090.1	9152.75	8542.36	4967.18	7733.1	7284.02	10413.2	8914.42	8465.36
P12385	ERF1_YEAST	SUP45	Eukaryotic peptide chain release factor subunit 1	12	12	19471.5	19450	19663.2	18029.5	18104.9	17847.7	21212.6	20523.3	9246.17	9669.14	10610.5	9576.74	10489.6	9384.06	9778.96	9520.22
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	6	6	4441.06	3155.84	4504.88	3688.15	3675.49	3667.37	3351.18	4428.12	4349.3	4868.51	4155.5	2951.1	4599.23	3055.66	3966.92	4018.03
P12532	KCRU_HUMAN	CKMT1A	Creatine kinase U-type, mitochondrial	1	1	1309.9	3963.1		3234.59	3382.37	3868.1	2581.66	1469.58	3561.56	2990.83	3622.27	2556.66	2503.13	3736.45		
P12612	TCPA_YEAST	TCP1	T-complex protein 1 subunit alpha	8	8	10259.2	13130.5	12171.1	13686.7	13564.6	14077.4	12978	13905.4	7893.2	8169.75	6005.77	6766.24	6772.72	7907.14	8355.69	7198.61
P12683	HMDH1_YEAST	HMG1	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1	2	2	3505.27	2356.88	3986.55	2131.78	3654.3	4731.58	3987.25			2071.32	1149.71	2161.74	986.268			1700.94
P12684	HMDH2_YEAST	HMG2	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2	2	1	6081.11	7417.25	5435.45	5321.37	7087.21	5853.26	6173.94	6202.05	3832.11	3508.1	2806.76	3850.46		3173.84	3451.76	4564.09
P12688	YPK1_YEAST	YPK1	Serine/threonine-protein kinase YPK1	4	4	6570.56	8666.17	7859.49	9752.71	6468.02	9172.51	10468.7	6694.72	4780.47	4050.4	2028.71	4383.74	4837.94	3768.39	3790.28	3778
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	1	1	2196.29	2610.59	1778.04	1846.09	1892.6		2488.84	2036.33	1678.65		2112.99	1838.81	1758.52	2256.47	2491.72	
P12695	ODP2_YEAST	LAT1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	10	10	43396.8	38405.5	39629	38741.5	41548.9	37732.2	38838.6	37412.7	18105.4	19667.6	17991.2	19374.6	19133.2	17944	19067.6	19171.3
P12709	G6PI_YEAST	PGI1	Glucose-6-phosphate isomerase	20	20	428405	403550	403419	403117	400270	418388	426374	423925	196026	191748	191050	194727	191247	188858	195169	197410
P12754	EI2BD_YEAST	GCD2	Translation initiation factor eIF2B subunit delta	1	1	6870.82	6300.7	5514.06	5467.73	5363.06	6041.98	4730.87	5466.74	3195.41			3399.23		3954.1	3478.27	1964.09
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	14	12	20228.4	21364.7	20482	21930.1	21963.9	20341.9	20945.2	21900.7	20477.9	20650	19522.5	19272.1	19925.5	18700.1	20066.4	21347.7
P12829	MYL4_HUMAN	MYL4	Myosin light chain 4	12	10	72503.6	73665.2	73737.9	74856.2	77931.2	74319.2	74758.3	74314.2	80029.5	80540.7	78027.5	75199.2	77771.8	80215	80057.7	76387.8
P12904	AAKG_YEAST	SNF4	5'-AMP-activated protein kinase subunit gamma	1	1	4396.79	5044.97	4553.22	4281.09	5303.02	5603.11	4036.21	5213.67		2513.59		2847.13		2225.64		1628.82
P12945	NAT1_YEAST	NAT1	N-terminal acetyltransferase A complex subunit NAT1	12	12	37070.1	37978.2	36401.3	40183.5	36122	38075.5	37652.1	35635.6	20475.4	20240.2	18360.4	21084.3	18903.9	17860.4	19076.7	19675.5
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	3	3	9004.71	7718.17	9178.4	10456.3	7633.64	8709.57	8662.31	7076.32	7002.63	8536.84	7175.77	8675.44	9921	7324.17	9512.76	9374.37
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	33	33	119949	123627	123459	123735	130727	120875	119903	131108	134518	130112	134028	132224	128334	128474	126631	123990
P12962	CAF20_YEAST	CAF20	Cap-associated protein CAF20	2	2	15214.2	15202.9	12612.9	20435.2	15469.6	16907.7	19322.8	16408.8	7893.44	6675.03	9173.22	7724.23	7550.01	8671.88	9102.56	8566.6
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	25	25	146422	129312	142428	137063	138854	132715	131971	129843	138294	146654	141346	140314	137421	143283	145262	147080
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	11	11	213680	203390	195784	200145	194315	213512	213512	202618	200057	202428	198638	205234	206119	195329	213405	205017
P13188	SYQ_YEAST	GLN4	Glutamine--tRNA ligase	22	22	15637.9	16109.6	15692.4	14709.9	15182	15640.9	16599.5	16286.3	7793.98	7947.08	7222.01	7975.89	8529.77	7900.6	7479.89	7590.69
P13196	HEM1_HUMAN	ALAS1	5-aminolevulinate synthase, non-specific, mitochondrial	1	1	3367.53	2895	2625.93	2758.35	3092.37	2529.31	2383.78	2251.2	4188.29	2990.21	3299.44	2080.2	2604.31	2738.17	3640.94	2852.4
P13224	GP1BB_HUMAN	GP1BB	Platelet glycoprotein Ib beta chain	1	1	11905.1	10734.1	11121.8	9620.53	11543.3	8297.53	9547.23	8622.93	6917.64	13512.7	9013.74	11580.5	10727.3	13056.5	9455.91	10686.7
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	1	1	5636.63	6783.58	5442.39	3836.45	8207.33	4573.73	4750.39	6734.17	6953.78	8714.17	6385.33	7097.94	5529.4	8912.33	4468.75	5728.67
P13298	PYRE_YEAST	URA5	Orotate phosphoribosyltransferase 1	5	5	19185.4	14412.6	16452.6	16098.4	17538.3	17956.6	17845.8	17375.4	7959.08	9284.83	9607.41	9004.21	7998.76	8759.09	9459.34	9054.58
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	2	2	21567.8	17786.8	16651.3	20468.7	14518	18774.5	19874.7	17303.8	11304.8	17612.9	10212	10093.5	10284	11277.7	8754.35	14090.8
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	17	17	42479.3	45003.1	46251.8	43473.5	43648.8	44670.7	42427.7	46754.9	44739.1	43150	44695.5	43539	42395.9	43551.4	44246.8	43132.1
P13517	CAPZB_YEAST	CAP2	F-actin-capping protein subunit beta	3	3	14314	12462.8	13947.1	10596.4	16259	11738.1	16666.1	11570.5	6908.75		8218.6	8348.44		6456.99	7902.29	10016.1
P13586	ATC1_YEAST	PMR1	Calcium-transporting ATPase 1	5	5	25085.1	19295.5	21561.6	21307.7	22748	20083.2	19872.8	19315.8	11719.9	15761.6	11788.1	8822.56	12815.1	13094.7	10902.4	14384.3
P13587;Q01896;Q12691	ATN1_YEAST;ATN2_YEAST;ATN5_YEAST	ENA1;ENA2;ENA5	Sodium/potassium exporting P-type ATPase 1	7	0	16495.3	15699.1	16861.5	18059.4	17404.5	17460.3	16616.7	16813.5	8286.12	9063.7	8883.87	7910.16	9244.9	8599.16	9396.45	11164.8
P13639	EF2_HUMAN	EEF2	Elongation factor 2	58	54	538575	538641	523674	522761	520249	542779	545525	547761	551157	543364	532653	540110	547986	535629	554367	542354
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	7	5	8769.06	6636.13	7003.43	6433.45	7558.61	6838.25	6883.79	8410.93	8066.94	8486.44	8932.98	7364.72	7261.29	7516.08	6489.81	8578.82
P13663	DHAS_YEAST	HOM2	Aspartate-semialdehyde dehydrogenase	12	12	95821.9	87431.1	87368.5	84715.9	88559.2	83978.1	88942.7	91273.8	39800	39784.2	43285.3	43571.8	39885.1	42099.3	44711.6	40556.1
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	34	34	74227.4	72660.9	70877.2	69534.8	71816.1	72620.3	71443.4	74047.4	72944.4	70343.8	70209	70400.3	70326.4	69369.2	73682.1	73851.7
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	8	8	14157.4	12159.3	13401	14521.5	13463.2	13847.4	12341.4	13053.8	12397.5	12789.4	11875.7	10488.2	12265.5	12834.4	11457.9	11595.6
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	7	7	57615	58377.3	52563.4	52548.3	49139.3	54501.1	61198.4	60044.6	63906.1	65721.6	69098.8	62662.3	67344.5	61241	69225	67734.1
P13796	PLSL_HUMAN	LCP1	Plastin-2	30	24	65745.6	66176.2	61661.7	63331.4	61069.9	63410.5	64448.9	67063.2	66820.9	66246.2	68117.8	67031.9	68603.5	65747.2	67206.7	64475.7
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	10	10	22382.7	22183.6	19716.6	20156.1	20982.9	21180.2	20837.7	22849.8	23109.1	21737.8	21323.4	21272.8	19417.8	21676.8	21263	22843.8
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	18	18	71396.2	72356.6	73845	75553.8	75213	73206.1	71046.7	70062.6	70497.8	72812.7	72600	71463	71797.5	71010.7	75079.5	77176.7
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	4	4		3940.35	4145.22	4243.57	5862.7	4508.05	4023.3	6417.51	4358.36	4331.7	3733.02	4013.86	4951.59	4271.22	4928.62	4964.85
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	8	8	24687.8	20813.8	20009.9	21738.7	21921.3	23284.4	23473.1	21195.5	21367.2	23058.6	22727.4	22093	20909.6	21528.3	24608.8	22730.5
P13929	ENOB_HUMAN	ENO3	Beta-enolase	1	1	964488	954311	1.00717e+06	942562	1.03249e+06	909889	943522	1.031e+06	926491	913565	945080	857757	894596	871262	810006	932118
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	11	11	16691.7	16619.4	16186.7	14542.2	17638	16167	16610	16565.2	16963.6	17753.5	18371.3	16154.5	15455.5	17397.9	15106.3	15646.6
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	5	5	38659.8	32777.2	34864.4	37035.7	34491.4	33870.7	30035.5	31929	32394.9	31986.2	32580.8	30041.8	30923.7	31581.1	31709.4	34772.6
P13995	MTDC_HUMAN	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	8	8	19101.6	16537.4	17198.6	17768.2	19170.7	17453	18193.2	16453.5	16218.3	17101.3	16265.4	16565.6	16904.6	14938.2	16726.8	16342.8
P14020	DPM1_YEAST	DPM1	Dolichol-phosphate mannosyltransferase	8	8	15240.6	15160.1	16024.9	14910.7	15780.6	15260.1	15532.3	16181.5	6872.62	8208.56	7302.55	6119.2	7027.8	6276.71	7471.11	7262.61
P14065	GCY1_YEAST	GCY1	Glycerol 2-dehydrogenase (NADP(+))	3	3	8215.71	5589.84	9594.6	8027.52	7934.76	8013.24	8164.86	7463.79	3797.49	4180.71	4257.38	3851.6	4977.73	2564.76	3323.69	3938.71
P14120	RL30_YEAST	RPL30	Large ribosomal subunit protein eL30	5	5	171723	166085	186218	187200	186337	189509	188868	174750	74614.3	73329.4	73515	77063.9	88249.3	70843.5	78621.1	76559.5
P14126	RL3_YEAST	RPL3	Large ribosomal subunit protein uL3	27	27	250493	266203	250513	259364	254115	252281	253657	265498	122847	124821	129384	122947	122236	127705	121709	127396
P14164	ABF1_YEAST	ABF1	ARS-binding factor 1	2	2	4276.76	3142.01	4194.76	4083.62	3357.61	4105.94	3293.05	2196.88	2620.7	1566.94	1716.08	1319.88	1378.54	1882.64	2050.3	2405.84
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	3	3	290980	325171	290827	283785	305549	312717	278078	302165	328136	321953	313456	329469	316485	330303	344481	321401
P14209	CD99_HUMAN	CD99	CD99 antigen	1	1	2981.03	2172.6	1966.4		2139.65			2692.87		1887.33	2571.25	2773.73	2598.47	2303.14	3077.25	3098.8
P14306	CPYI_YEAST	TFS1	Carboxypeptidase Y inhibitor	3	3	11210.7	12066	10387.5	10223.4	9968.99	12326.2	11715	12024.9	5882.38	6091.46	4821.98	4970.9	4821.23	5053.9	5238.83	4937.05
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	18	18	69026.6	75669.2	67735.4	63610.8	68081.4	72262.4	73667.5	73065.2	77056.9	77613.7	73105.6	75084.6	71355.9	74880.6	73296.1	71913.4
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	13	13	53183.3	53025.3	45624.5	52722.2	53368.6	50990.4	50624.7	58589.7	54181.7	52152.6	52195.8	53780.3	55406.1	51882.8	56314.9	64672.7
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	3	3	72449.6	58654.5	62503.2	58510.9	64798.8	62354.5	62781.3	68500.1	65673.8	61813	59124.3	56552.6	62617.8	58566.9	64150.5	65116.2
P14373	TRI27_HUMAN	TRIM27	Zinc finger protein RFP	3	3	1985.55	3584.33	3001.44	3192.82	3668.11	3023.04	1823.1	3633.69	3834.89	3441.8	3364.89	2256	2790.11	2503.26	3510.03	3167.01
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	1	1	26148.4	16185.1	24301.4	23496.3	23899.7	17457.4	20998.5	24863.3	21855.8	18503.6	19604	16442.3	22544.2	20198	19776.1	24389.8
P14540	ALF_YEAST	FBA1	Fructose-bisphosphate aldolase	19	19	1.57452e+06	1.5243e+06	1.63329e+06	1.76621e+06	1.67164e+06	1.73812e+06	1.64139e+06	1.66326e+06	739138	732999	716260	756522	784652	732012	789747	822308
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	10	10	18147.5	16738.8	19637.4	18463.6	18659.4	18383.5	17755.6	18803.9	16738.3	19237.6	18712.9	16824	19767.9	17499.9	21050.1	19276.5
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	34	33	246501	230163	235812	257621	234989	251666	242614	257146	246564	243237	240478	236983	245063	236694	250436	255117
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	50	39	1.01799e+06	1.0049e+06	973376	985570	964837	988400	991478	1.02066e+06	960468	948952	962534	938939	970411	980370	964963	952155
P14635	CCNB1_HUMAN	CCNB1	G2/mitotic-specific cyclin-B1	6	6	30958.4	26532.1	29699.6	26325.2	29293.3	27838.3	30185.1	26862.8	30486	29981.6	28717.2	28655	27280.2	31313.2	28960.1	30139.6
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	1	1		3371.38	2901.91	5553.18	3908.09	4636.21	4507.34	4188.09	4590.33	4060.34	3503.15	4898.93	4557.94	4923.96		4021.85
P14678	RSMB_HUMAN	SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B'	10	2	116522	124031	120330	125328	116680	124525	120036	123242	130529	132536	133354	131030	142272	131566	137619	131461
P14693	SAM35_YEAST	SAM35	Sorting assembly machinery 35 kDa subunit	1	1	9520.35		7960.49		6190.5		6929.69									
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	22	22	29666.9	28496.3	26313.2	27426.9	29034.7	25225.6	28614.4	27752.5	26936.6	26769.5	27348.1	28969.7	28927.8	28156.5	27717.5	26953.5
P14742	GFA1_YEAST	GFA1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	8	8	18793.5	17919.2	17629	19861.4	20137.2	17573.5	18633.8	17683.3	9077.4	9047.02	7538.6	8863.59	8725.42	9540.14	10344.3	9552.81
P14743	NMT_YEAST	NMT1	Glycylpeptide N-tetradecanoyltransferase	2	2	3307.51	3195.39	3324.16	3775.57	2579.6	3462.91	3578.54	2592.04	1238.29	900.576	1209.22	1434.42		1916.85	2215.24	1679.86
P14747	PP2B2_YEAST	CMP2	Serine/threonine-protein phosphatase 2B catalytic subunit A2	2	2	9422.77	7209.98	9908.19	9583.31	8702.72	10908.1	10245.5	10604	5023.12	4574.83		4083.29	4552.55	4566.46	4982.88	
P14832	CYPH_YEAST	CPR1	Peptidyl-prolyl cis-trans isomerase	8	8	460529	467077	488471	513440	506416	509085	482376	489613	193150	211536	210679	208694	235160	203736	233741	250378
P14843	AROF_YEAST	ARO3	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited	2	2	16339.1	16307.5	15614.2	17331.8	14091.4	13197.3	17347.8	16456.8	7758.83	7380.31	7097.67	6354.37	7672.75	8044.02	5652.17	8502.9
P14854	CX6B1_HUMAN	COX6B1	Cytochrome c oxidase subunit 6B1	5	5	40161.3	47416	35529.2	60956.3	34422.6	47177.4	49090.5	47006.4	43544.9	51461.5	48656.5	49745.9	49734	47412.1	48837.7	44500.5
P14859	PO2F1_HUMAN	POU2F1	POU domain, class 2, transcription factor 1	5	1	7917.46	7489.49	7597.41	7145.88	6804.4	6804.18	6471.68	6603.99	7417.31	5413.14	7554.59	6538.19	5851.22	6443.72	6431.49	6431.25
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	20	19	181023	184532	178152	181058	182026	189380	189375	189056	186669	191809	193070	186837	195744	187670	196296	189430
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	35	33	77000.2	76987.7	77430.1	75741.2	77764.9	76936.2	77351.7	78152.1	74250.2	73765.1	73014.4	72400.9	75337.8	73858.1	71360.2	74296.4
P14904	AMPL_YEAST	APE1	Vacuolar aminopeptidase 1	10	10	21496.5	20373.3	19978.7	18880.3	20396.1	19292.3	20456.1	19613.5	10864.8	9642.1	10799.4	9722	9273.65	10323.8	11223.1	10365.3
P14906	SEC63_YEAST	SEC63	Protein translocation protein SEC63	7	7	129465	122853	116214	124588	128267	129479	126515	126706	53820.4	61442.8	59117.7	52651.6	59030.4	63029.2	62255	67967.9
P14907	NSP1_YEAST	NSP1	Nucleoporin NSP1	8	8	20109.3	19373.1	15943.1	21129.5	16749.1	20457.8	20283.8	20953	9876	9422.46	8957.21	9144.44	10361.8	8399.39	8665.4	10246.7
P14922	CYC8_YEAST	CYC8	General transcriptional corepressor CYC8	1	1	6724.43	6285.85	5832.08	7535.54	7828.11	7854.34	8048.38	6819.73	4862.59	3879.02	5512		4543.67	4237.67	2858.44	3629.35
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	3	3	4069.47	3857.8	2583.71	4193.82	2732.75	2899.28	2866.31	3189.41	3622.4	2879.11	3452.1	3911.76	2732.59	3274.93	2718.58	3506.05
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	7	7	59973.9	60549.7	58872.2	59266.4	59899.8	61402.2	62393	61621.2	63535.3	58293.3	59940.6	65068.1	60850.5	62535.7	58382.1	62259.6
P15019	TAL1_YEAST	TAL1	Transaldolase	28	24	139061	135756	136700	152762	138654	135737	138574	141703	72321.4	70443.1	74962.5	72051	71940.8	71849.4	71483.7	72929
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	5	5	27007.3	31748.6	28205.2	29388.8	27379.3	28091.3	28198.3	27352.8	30408.2	24155.3	28470.4	28000.2	26176.3	25735.9	28015.1	26468.5
P15108	HSC82_YEAST	HSC82	ATP-dependent molecular chaperone HSC82	33	7	420107	421397	416243	403809	415174	412107	414591	423061	182337	186560	182540	181073	183694	185687	183839	182808
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	1	1				3617.93		6680.6			9335.97							
P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	5	3	55688.1	54092.4	55993.1	62480.2	48518.2	53057.1	54305.9	57502.3	53927.7	55995.3	51636.1	52550	52009.5	51636.6	54575.1	52428.2
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	30	10	55775.2	53415.9	54517.5	55683	53367.9	57150.8	56390.7	56725	53683.9	54093.9	53938.1	54021.4	57665.7	52577.4	57653.1	58373.9
P15180	SYKC_YEAST	KRS1	Lysine--tRNA ligase, cytoplasmic	16	16	36242.5	38042.2	35169	36561.5	36781.9	41688.2	36492.2	37140.4	17885.5	19581.5	19295	19211.7	17575	20882.3	15875.1	18713.4
P15274	AMPD_YEAST	AMD1	AMP deaminase	5	5	11692	10570.8	11070.6	10134.9	10635.9	8452.25	9606.74	11693.4	5463.51	4929.29	5055.83	5072.73	5817.66	5098.11	6645.01	5227.86
P15303	SEC23_YEAST	SEC23	Protein transport protein SEC23	6	6	15674.6	16955.9	17776.9	16623.3	16433.3	15734.3	16059.4	16177.2	7573.38	7779.31	8459.2	7966.85	8097.39	7248.38	7499.3	8939.39
P15311	EZRI_HUMAN	EZR	Ezrin	30	28	114702	121736	113752	123764	122768	115975	120705	122159	117210	118074	119417	116552	120648	119912	120096	120407
P15336	ATF2_HUMAN	ATF2	Cyclic AMP-dependent transcription factor ATF-2	1	0		2644.14		3524.94			3997.14		2740.79		3068.91	2642.49			2421.08	3445.3
P15367	SEC11_YEAST	SEC11	Signal peptidase complex catalytic subunit SEC11	2	2	8420.45	8435.91	7117.03	8439.41	7524.89	7249.41	7034.2	7848.2	4129.92	4295.78	3699.77	4077.1	3031.23	2923.24	4338.75	4906.61
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	10	10	17635.5	17267.4	14311.8	15972.8	16176.8	15326.2	18582.4	16084.2	17110.8	16677.6	15934.7	17812.5	17328.4	16068.1	17419.5	16224.4
P15424	MS116_YEAST	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial	3	3		2958.39			3184.53	2608.84	4002.01	3140.74					2635			3341.53
P15442	GCN2_YEAST	GCN2	eIF-2-alpha kinase GCN2	1	1			2018.13	3356.39	2974.45	3221.25		1228.85								1375.43
P15454	KGUA_YEAST	GUK1	Guanylate kinase	8	8	65093	61753.3	68492.2	65524.9	61899.8	63462.9	65593	63717.5	29457.8	28112.1	27984.2	27588.2	31304.4	28035.8	31342.9	28601.6
P15496	IDI1_YEAST	IDI1	Isopentenyl-diphosphate delta-isomerase	3	3	14154.1	11211.8	11356.4	10654.3	11266.2	12602.5	13835.2	9053.17		6007.18	6223.72	5006.85	6135.22	6771.08	6213.1	4930.46
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	13	6	304735	306849	318155	306080	312373	296937	310207	320604	323002	324321	324133	316638	315415	319209	319168	322030
P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	7	7	33989.2	35124.1	34756	36950.3	39245.3	42968.3	32537.8	33539.3	35887.8	42478.6	36504.7	42039.8	41349	40741	37866.7	42642.4
P15565	TRM1_YEAST	TRM1	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial	2	2	5679.42	7398.23	7430.52	4681.07		6250.46	5567.52	5372.18	2332.62	2582.58	3446.97	2542.73	3296.18	2789.82	3371.98	3209.43
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	4	4	11516.4	8329.54	9338.09	9398.36	9235.44	8866.33	8155.36	8025.62	7617.79	8268.75	8981.01	7215.32	9196.09	9087.54	8749.29	8428.92
